prev,next,label
"## order history
Order on 12/02/2011 11:21: SET OF 3 REGENCY CAKE TINS
Order on 12/02/2011 11:21: LOVE SEAT ANTIQUE WHITE METAL
Order on 12/02/2011 11:21: CHEST OF DRAWERS GINGHAM HEART 
Order on 10/13/2011 12:47: REGENCY MILK JUG PINK 
Order on 10/13/2011 12:47: PAINTED METAL PEARS ASSORTED
Order on 10/13/2011 12:47: PANTRY 3 HOOK ROLLING PIN HANGER
Order on 10/13/2011 12:47: WALL ART VILLAGE SHOW 
Order on 10/13/2011 12:47: WALL ART BICYCLE SAFETY
Order on 10/13/2011 12:47: WALL ART 70'S ALPHABET 
Order on 10/13/2011 12:47: REGENCY CAKESTAND 3 TIER
Order on 10/13/2011 12:47: SET OF 3 REGENCY CAKE TINS
Order on 10/13/2011 12:47: VINTAGE  2 METRE FOLDING RULER
Order on 10/13/2011 12:47: FOOT STOOL HOME SWEET HOME 
Order on 10/13/2011 12:47: HOME SWEET HOME BLACKBOARD
Order on 10/13/2011 12:47: VINTAGE COFFEE GRINDER BOX
Order on 10/13/2011 12:47: METAL SIGN DROP YOUR PANTS
Order on 10/13/2011 12:47: JUMBO BAG APPLES
Order on 10/13/2011 12:47: SILVER BELLS TABLE DECORATION
Order on 10/13/2011 12:47: POPPY FIELDS CHOPPING BOARD","## next purchase prediction
SET OF 3 CAKE TINS PANTRY DESIGN ",1
"## order history
Order on 12/02/2011 11:21: SET OF 3 REGENCY CAKE TINS
Order on 12/02/2011 11:21: LOVE SEAT ANTIQUE WHITE METAL
Order on 12/02/2011 11:21: CHEST OF DRAWERS GINGHAM HEART 
Order on 10/13/2011 12:47: REGENCY MILK JUG PINK 
Order on 10/13/2011 12:47: PAINTED METAL PEARS ASSORTED
Order on 10/13/2011 12:47: PANTRY 3 HOOK ROLLING PIN HANGER
Order on 10/13/2011 12:47: WALL ART VILLAGE SHOW 
Order on 10/13/2011 12:47: WALL ART BICYCLE SAFETY
Order on 10/13/2011 12:47: WALL ART 70'S ALPHABET 
Order on 10/13/2011 12:47: REGENCY CAKESTAND 3 TIER
Order on 10/13/2011 12:47: SET OF 3 REGENCY CAKE TINS
Order on 10/13/2011 12:47: VINTAGE  2 METRE FOLDING RULER
Order on 10/13/2011 12:47: FOOT STOOL HOME SWEET HOME 
Order on 10/13/2011 12:47: HOME SWEET HOME BLACKBOARD
Order on 10/13/2011 12:47: VINTAGE COFFEE GRINDER BOX
Order on 10/13/2011 12:47: METAL SIGN DROP YOUR PANTS
Order on 10/13/2011 12:47: JUMBO BAG APPLES
Order on 10/13/2011 12:47: SILVER BELLS TABLE DECORATION
Order on 10/13/2011 12:47: POPPY FIELDS CHOPPING BOARD","## next purchase prediction
TRIPLE WIRE HOOK PINK HEART",0
"## order history
Order on 10/18/2011 15:22: SET OF 2 CHRISTMAS DECOUPAGE CANDLE
Order on 10/18/2011 15:22: RETROSPOT TEA SET CERAMIC 11 PC 
Order on 10/18/2011 15:22: BLUE POLKADOT CUP
Order on 10/18/2011 15:22: RED RETROSPOT CUP
Order on 10/18/2011 15:22: PINK  POLKADOT CUP
Order on 10/18/2011 15:22: GREEN POLKADOT PLATE 
Order on 10/18/2011 15:22: SET 36 COLOUR PENCILS DOLLY GIRL
Order on 10/18/2011 15:22: SET 36 COLOUR PENCILS SPACEBOY 
Order on 10/18/2011 15:22: 36 PENCILS TUBE SKULLS
Order on 10/18/2011 15:22: DOLLY MIXTURE CHILDREN'S UMBRELLA
Order on 10/18/2011 15:22: RED RETROSPOT CHILDRENS UMBRELLA
Order on 10/18/2011 15:22: ASSORTED COLOUR MINI CASES
Order on 10/18/2011 15:22: RED RETROSPOT MINI CASES
Order on 10/18/2011 15:22: BAKING SET SPACEBOY DESIGN
Order on 10/18/2011 15:22: CHILDRENS CUTLERY POLKADOT BLUE
Order on 10/18/2011 15:22: BAKING SET 9 PIECE RETROSPOT 
Order on 10/18/2011 15:22: DOLLY GIRL BABY GIFT SET
Order on 10/18/2011 15:22: LUNCH BOX WITH CUTLERY RETROSPOT 
Order on 10/18/2011 15:22: DOLLY GIRL LUNCH BOX","## next purchase prediction
POSTAGE",1
"## order history
Order on 10/18/2011 15:22: SET OF 2 CHRISTMAS DECOUPAGE CANDLE
Order on 10/18/2011 15:22: RETROSPOT TEA SET CERAMIC 11 PC 
Order on 10/18/2011 15:22: BLUE POLKADOT CUP
Order on 10/18/2011 15:22: RED RETROSPOT CUP
Order on 10/18/2011 15:22: PINK  POLKADOT CUP
Order on 10/18/2011 15:22: GREEN POLKADOT PLATE 
Order on 10/18/2011 15:22: SET 36 COLOUR PENCILS DOLLY GIRL
Order on 10/18/2011 15:22: SET 36 COLOUR PENCILS SPACEBOY 
Order on 10/18/2011 15:22: 36 PENCILS TUBE SKULLS
Order on 10/18/2011 15:22: DOLLY MIXTURE CHILDREN'S UMBRELLA
Order on 10/18/2011 15:22: RED RETROSPOT CHILDRENS UMBRELLA
Order on 10/18/2011 15:22: ASSORTED COLOUR MINI CASES
Order on 10/18/2011 15:22: RED RETROSPOT MINI CASES
Order on 10/18/2011 15:22: BAKING SET SPACEBOY DESIGN
Order on 10/18/2011 15:22: CHILDRENS CUTLERY POLKADOT BLUE
Order on 10/18/2011 15:22: BAKING SET 9 PIECE RETROSPOT 
Order on 10/18/2011 15:22: DOLLY GIRL BABY GIFT SET
Order on 10/18/2011 15:22: LUNCH BOX WITH CUTLERY RETROSPOT 
Order on 10/18/2011 15:22: DOLLY GIRL LUNCH BOX","## next purchase prediction
ENGLISH ROSE NOTEBOOK A6 SIZE",0
"## order history
Order on 12/06/2011 15:40: DOLLY GIRL MINI BACKPACK
Order on 12/06/2011 15:40: SPACEBOY CHILDRENS BOWL
Order on 12/06/2011 15:40: ASSORTED COLOUR MINI CASES
Order on 12/06/2011 15:40: CHILDRENS CUTLERY POLKADOT PINK
Order on 12/06/2011 15:40: CHARLOTTE BAG APPLES DESIGN
Order on 12/06/2011 15:40: CARD MOTORBIKE SANTA
Order on 12/06/2011 15:40: TRADTIONAL ALPHABET STAMP SET
Order on 12/06/2011 15:40: PICTURE DOMINOES
Order on 12/06/2011 15:40: JUMBO STORAGE BAG SUKI
Order on 12/06/2011 15:40: SET 36 COLOUR PENCILS LOVE LONDON
Order on 12/06/2011 15:40: PACK OF 20 NAPKINS RED APPLES
Order on 12/06/2011 15:40: BAG 250g SWIRLY MARBLES
Order on 12/06/2011 15:40: JUMBO BAG VINTAGE DOILY 
Order on 12/06/2011 15:40: JUMBO BAG RED RETROSPOT
Order on 12/06/2011 15:40: JUMBO BAG VINTAGE LEAF
Order on 12/06/2011 15:40: JUMBO BAG APPLES
Order on 12/06/2011 15:40: SPACEBOY CHILDRENS CUP
Order on 12/06/2011 15:40: CHILDRENS CUTLERY DOLLY GIRL 
Order on 12/06/2011 15:40: SET OF 4 KNICK KNACK TINS LONDON ","## next purchase prediction
POSTAGE",1
"## order history
Order on 12/06/2011 15:40: DOLLY GIRL MINI BACKPACK
Order on 12/06/2011 15:40: SPACEBOY CHILDRENS BOWL
Order on 12/06/2011 15:40: ASSORTED COLOUR MINI CASES
Order on 12/06/2011 15:40: CHILDRENS CUTLERY POLKADOT PINK
Order on 12/06/2011 15:40: CHARLOTTE BAG APPLES DESIGN
Order on 12/06/2011 15:40: CARD MOTORBIKE SANTA
Order on 12/06/2011 15:40: TRADTIONAL ALPHABET STAMP SET
Order on 12/06/2011 15:40: PICTURE DOMINOES
Order on 12/06/2011 15:40: JUMBO STORAGE BAG SUKI
Order on 12/06/2011 15:40: SET 36 COLOUR PENCILS LOVE LONDON
Order on 12/06/2011 15:40: PACK OF 20 NAPKINS RED APPLES
Order on 12/06/2011 15:40: BAG 250g SWIRLY MARBLES
Order on 12/06/2011 15:40: JUMBO BAG VINTAGE DOILY 
Order on 12/06/2011 15:40: JUMBO BAG RED RETROSPOT
Order on 12/06/2011 15:40: JUMBO BAG VINTAGE LEAF
Order on 12/06/2011 15:40: JUMBO BAG APPLES
Order on 12/06/2011 15:40: SPACEBOY CHILDRENS CUP
Order on 12/06/2011 15:40: CHILDRENS CUTLERY DOLLY GIRL 
Order on 12/06/2011 15:40: SET OF 4 KNICK KNACK TINS LONDON ","## next purchase prediction
VINTAGE JINGLE BELLS HEART",0
"## order history
Order on 08/22/2011 10:18: 60 CAKE CASES VINTAGE CHRISTMAS
Order on 04/11/2011 13:29: DOORMAT RED RETROSPOT
Order on 04/11/2011 13:29: DOORMAT WELCOME SUNRISE
Order on 04/11/2011 13:29: DOORMAT MULTICOLOUR STRIPE
Order on 04/11/2011 13:29: PACK OF 72 SKULL CAKE CASES
Order on 04/11/2011 13:29: PACK OF 60 PINK PAISLEY CAKE CASES
Order on 04/11/2011 13:29: PACK OF 60 MUSHROOM CAKE CASES
Order on 04/11/2011 13:29: PACK OF 72 RETROSPOT CAKE CASES
Order on 04/11/2011 13:29: 72 SWEETHEART FAIRY CAKE CASES
Order on 04/11/2011 13:29: 60 TEATIME FAIRY CAKE CASES
Order on 04/11/2011 13:29: SET OF 36 PAISLEY FLOWER DOILIES
Order on 04/11/2011 13:29: SET OF 36 MUSHROOM PAPER DOILIES
Order on 04/11/2011 13:29: SET OF 72 SKULL PAPER  DOILIES
Order on 04/11/2011 13:29: SET/10 BLUE POLKADOT PARTY CANDLES
Order on 04/11/2011 13:29: SET/10 PINK POLKADOT PARTY CANDLES
Order on 04/11/2011 13:29: SET/10 IVORY POLKADOT PARTY CANDLES","## next purchase prediction
SET/10 RED POLKADOT PARTY CANDLES",1
"## order history
Order on 08/22/2011 10:18: 60 CAKE CASES VINTAGE CHRISTMAS
Order on 04/11/2011 13:29: DOORMAT RED RETROSPOT
Order on 04/11/2011 13:29: DOORMAT WELCOME SUNRISE
Order on 04/11/2011 13:29: DOORMAT MULTICOLOUR STRIPE
Order on 04/11/2011 13:29: PACK OF 72 SKULL CAKE CASES
Order on 04/11/2011 13:29: PACK OF 60 PINK PAISLEY CAKE CASES
Order on 04/11/2011 13:29: PACK OF 60 MUSHROOM CAKE CASES
Order on 04/11/2011 13:29: PACK OF 72 RETROSPOT CAKE CASES
Order on 04/11/2011 13:29: 72 SWEETHEART FAIRY CAKE CASES
Order on 04/11/2011 13:29: 60 TEATIME FAIRY CAKE CASES
Order on 04/11/2011 13:29: SET OF 36 PAISLEY FLOWER DOILIES
Order on 04/11/2011 13:29: SET OF 36 MUSHROOM PAPER DOILIES
Order on 04/11/2011 13:29: SET OF 72 SKULL PAPER  DOILIES
Order on 04/11/2011 13:29: SET/10 BLUE POLKADOT PARTY CANDLES
Order on 04/11/2011 13:29: SET/10 PINK POLKADOT PARTY CANDLES
Order on 04/11/2011 13:29: SET/10 IVORY POLKADOT PARTY CANDLES","## next purchase prediction
SET 36 COLOUR PENCILS DOLLY GIRL",0
"## order history
Order on 12/02/2011 10:22: WRAP RED APPLES 
Order on 12/02/2011 10:22: WRAP RED VINTAGE DOILY
Order on 12/02/2011 10:22: WOODEN HAPPY BIRTHDAY GARLAND
Order on 12/02/2011 10:22: SKULL AND CROSSBONES  GARLAND 
Order on 12/02/2011 10:22: SET OF 6 GIRLS CELEBRATION CANDLES
Order on 12/02/2011 10:22: SKULLS AND CROSSBONES WRAP
Order on 12/02/2011 10:22: PINK  HEART CONFETTI IN TUBE
Order on 12/02/2011 10:22: CARD DOLLY GIRL 
Order on 12/02/2011 10:22: PACK OF 20 SPACEBOY NAPKINS
Order on 12/02/2011 10:22: PACK OF 20 NAPKINS RED APPLES
Order on 12/02/2011 10:22: WRAP SUKI AND FRIENDS
Order on 12/02/2011 10:22: WRAP PINK FAIRY CAKES 
Order on 12/02/2011 10:22: WRAP CAROUSEL
Order on 12/02/2011 10:22: WRAP DOLLY GIRL
Order on 12/02/2011 10:22: VINTAGE KID DOLLY CARD 
Order on 12/02/2011 10:22: WRAP MONSTER FUN 
Order on 12/02/2011 10:22: WRAP COWBOYS  
Order on 12/02/2011 10:22: SPACEBOY GIFT WRAP
Order on 12/02/2011 10:22: TEA PARTY  WRAPPING PAPER 
Order on 12/02/2011 10:22: BLUE POLKADOT WRAP
Order on 12/02/2011 10:22: PINK POLKADOT WRAP 
Order on 12/02/2011 10:22: RED RETROSPOT WRAP ","## next purchase prediction
POSTAGE",1
"## order history
Order on 12/02/2011 10:22: WRAP RED APPLES 
Order on 12/02/2011 10:22: WRAP RED VINTAGE DOILY
Order on 12/02/2011 10:22: WOODEN HAPPY BIRTHDAY GARLAND
Order on 12/02/2011 10:22: SKULL AND CROSSBONES  GARLAND 
Order on 12/02/2011 10:22: SET OF 6 GIRLS CELEBRATION CANDLES
Order on 12/02/2011 10:22: SKULLS AND CROSSBONES WRAP
Order on 12/02/2011 10:22: PINK  HEART CONFETTI IN TUBE
Order on 12/02/2011 10:22: CARD DOLLY GIRL 
Order on 12/02/2011 10:22: PACK OF 20 SPACEBOY NAPKINS
Order on 12/02/2011 10:22: PACK OF 20 NAPKINS RED APPLES
Order on 12/02/2011 10:22: WRAP SUKI AND FRIENDS
Order on 12/02/2011 10:22: WRAP PINK FAIRY CAKES 
Order on 12/02/2011 10:22: WRAP CAROUSEL
Order on 12/02/2011 10:22: WRAP DOLLY GIRL
Order on 12/02/2011 10:22: VINTAGE KID DOLLY CARD 
Order on 12/02/2011 10:22: WRAP MONSTER FUN 
Order on 12/02/2011 10:22: WRAP COWBOYS  
Order on 12/02/2011 10:22: SPACEBOY GIFT WRAP
Order on 12/02/2011 10:22: TEA PARTY  WRAPPING PAPER 
Order on 12/02/2011 10:22: BLUE POLKADOT WRAP
Order on 12/02/2011 10:22: PINK POLKADOT WRAP 
Order on 12/02/2011 10:22: RED RETROSPOT WRAP ","## next purchase prediction
VINTAGE UNION JACK PENNANT",0
"## order history
Order on 02/21/2011 14:04: Manual
Order on 02/21/2011 13:51: ANT WHITE WIRE HEART SPIRAL
Order on 02/21/2011 13:51: GREEN REGENCY TEACUP AND SAUCER
Order on 02/21/2011 13:51: PARTY CONES CANDY ASSORTED
Order on 02/21/2011 13:51: PINK CREAM FELT CRAFT TRINKET BOX 
Order on 02/21/2011 13:51: PACK OF 6 BIRDY GIFT TAGS
Order on 02/21/2011 13:51: CREAM SLICE FLANNEL PINK SPOT 
Order on 02/21/2011 13:51: CREAM SLICE FLANNEL CHOCOLATE SPOT 
Order on 02/21/2011 13:51: TOAST ITS - HAPPY BIRTHDAY
Order on 02/21/2011 13:51: TOAST ITS - FAIRY FLOWER
Order on 02/21/2011 13:51: TOAST ITS - I LOVE YOU 
Order on 02/21/2011 13:51: ROSES REGENCY TEACUP AND SAUCER 
Order on 02/21/2011 13:51: HANGING GLASS ETCHED TEALIGHT
Order on 02/21/2011 13:51: PINK REGENCY TEACUP AND SAUCER
Order on 02/21/2011 13:51: SET OF 36 TEATIME PAPER DOILIES
Order on 02/21/2011 13:51: SET OF 36 PAISLEY FLOWER DOILIES
Order on 02/21/2011 13:51: SPOTTY PINK DUCK DOORSTOP
Order on 02/21/2011 13:51: ASSORTED BOTTLE TOP  MAGNETS 
Order on 02/21/2011 13:51: SET/3 ROSE CANDLE IN JEWELLED BOX","## next purchase prediction
Manual",1
