CustomerID,Description,InvoiceNo,StockCode,Quantity,InvoiceDate,UnitPrice,Country
12407.0,PINK HEART SHAPE PHOTO FRAME,562214,85025C,12,8/3/2011 13:39,1.65,United Kingdom
12409.0,CANDY SPOT TEA COSY,544456,85092,24,2/20/2011 13:21,1.25,United Kingdom
12410.0,PACK OF 72 RETROSPOT CAKE CASES,579152,21212,24,11/28/2011 13:26,0.55,Germany
12413.0,"ASSORTED FLOWER COLOUR ""LEIS""",575868,84212,24,11/11/2011 12:44,0.65,United Kingdom
12414.0,IVORY STRING CURTAIN WITH POLE ,572913,35637A,1,10/26/2011 16:21,1.95,United Kingdom
12415.0,BLUE NEW BAROQUE CANDLESTICK CANDLE,561860,84625C,24,7/29/2011 17:28,0.85,United Kingdom
12417.0,PLAYING CARDS VINTAGE DOILY ,577336,23502,12,11/18/2011 14:50,1.25,United Kingdom
12421.0,HEART TRELLIS TRIPLE T-LIGHT HOLDER,570455,23484,1,10/10/2011 15:27,2.89,United Kingdom
12422.0,FIVE CATS HANGING DECORATION,573029,22317,1,10/27/2011 13:33,2.95,United Kingdom
12423.0,PINK FLORAL FELTCRAFT SHOULDER BAG,570888,20970,4,10/13/2011 10:26,3.75,United Kingdom
12431.0,FRENCH FLORAL CUSHION COVER ,574741,20837,6,11/6/2011 16:13,0.83,United Kingdom
12432.0,ZINC SWEETHEART WIRE LETTER RACK,571054,23153,1,10/13/2011 13:58,3.75,United Kingdom
12433.0,SQUARE MINI PORTRAIT FRAME,572309,23451,2,10/23/2011 15:29,1.95,United Kingdom
12434.0,GOLD M.O.P. ORBIT NECKLACE,572861,90014B,1,10/26/2011 12:46,2.95,United Kingdom
12435.0,DRAWER KNOB VINTAGE GLASS STAR,572613,23026,6,10/25/2011 11:28,2.08,United Kingdom
12444.0,"FEATHER PEN,LIGHT PINK",578074,51014L,12,11/22/2011 16:06,0.39,United Kingdom
12452.0,VINTAGE ZINC WATERING CAN,575136,23463,2,11/8/2011 14:53,9.95,United Kingdom
12454.0,ELEPHANT CARNIVAL POUFFE,572517,21627,1,10/24/2011 14:47,14.95,United Kingdom
12455.0,OPIUM SCENTED VOTIVE CANDLE,564065,85230A,24,8/22/2011 15:05,0.29,United Kingdom
12458.0,BASKET OF TOADSTOOLS,575868,21439,12,11/11/2011 12:44,1.25,United Kingdom
12463.0,CARDHOLDER GINGHAM CHRISTMAS TREE,566203,22591,6,9/9/2011 14:47,3.25,United Kingdom
12464.0,SET OF 6 RIBBONS VINTAGE CHRISTMAS,579152,22734,6,11/28/2011 13:26,2.89,Germany
12468.0,PEG BAG APPLES DESIGN,574544,22896,6,11/4/2011 14:49,2.55,United Kingdom
12471.0,72 SWEETHEART FAIRY CAKE CASES,579152,84992,24,11/28/2011 13:26,0.55,Germany
12474.0,TREASURE ISLAND BOOK BOX,578921,23177,1,11/27/2011 11:57,2.25,United Kingdom
12477.0,WHITE GOOSE FEATHER CHRISTMAS TREE ,569261,21262,2,10/3/2011 11:34,2.95,United Kingdom
12479.0,ANT COPPER LIME BOUDICCA BRACELET,562031,90161C,1,8/1/2011 17:37,4.95,United Kingdom
12480.0,CREAM HANGING HEART T-LIGHT HOLDER,581538,85123A,1,12/9/2011 11:34,2.95,United Kingdom
12481.0,RED RETROSPOT ROUND CAKE TINS,579152,21217,3,11/28/2011 13:26,9.95,Germany
12483.0,BUNDLE OF 3 RETRO EXERCISE BOOKS,554084,23191,12,5/22/2011 11:52,1.65,United Kingdom
12484.0,CAKE STAND VICTORIAN FILIGREE LARGE,538532,22184,2,12/13/2010 10:31,8.5,United Kingdom
12490.0,HEART STRING MEMO HOLDER HANGING,578251,22163,12,11/23/2011 12:45,0.79,United Kingdom
12493.0,PLAYING CARDS JUBILEE UNION JACK,577302,23504,1,11/18/2011 12:57,1.25,United Kingdom
12498.0,OFFICE MUG WARMER BLACK+SILVER ,577503,22311,6,11/20/2011 12:34,2.95,United Kingdom
12507.0,FUNKY WASHING UP GLOVES ASSORTED,576246,20751,1,11/14/2011 13:42,2.1,United Kingdom
12508.0,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,575868,23192,12,11/11/2011 12:44,1.65,United Kingdom
12513.0,FRENCH BLUE METAL DOOR SIGN 3,562031,22678,5,8/1/2011 17:37,1.25,United Kingdom
12516.0,SMALL RED RETROSPOT WINDMILL,567915,21746,12,9/22/2011 17:15,1.25,France
12518.0,QUEEN OF SKIES LUGGAGE TAG,579155,20655,1,11/28/2011 13:37,1.25,United Kingdom
12520.0,PICNIC BASKET WICKER LARGE,574727,22501,12,11/6/2011 15:01,9.95,United Kingdom
12522.0,OVERNIGHT BAG VINTAGE ROSE PAISLEY,579091,22278,3,11/28/2011 10:49,4.95,United Kingdom
12523.0,CUT GLASS HEXAGON T-LIGHT HOLDER,577980,85106,4,11/22/2011 12:24,2.55,United Kingdom
12524.0,BUNNY WOODEN PAINTED WITH BIRD ,569897,22228,1,10/6/2011 16:01,0.39,United Kingdom
12527.0,CHARLOTTE BAG ALPHABET  DESIGN,553725,23205,10,5/18/2011 16:51,0.85,United Kingdom
12528.0,SMALL PINK GLASS SUNDAE DISH,551531,20803,6,5/1/2011 13:45,0.39,United Kingdom
12535.0,CREAM AND PINK FLOWERS PONY ,550622,84921,6,4/19/2011 13:49,3.75,United Kingdom
12536.0,BLUE SAVANNAH PICNIC HAMPER FOR 2,550918,84796B,1,4/21/2011 14:03,12.75,United Kingdom
12540.0,PENCIL CASE LIFE IS BEAUTIFUL,578921,22445,1,11/27/2011 11:57,2.95,United Kingdom
12541.0,RED RETROSPOT SHOPPER BAG,572350,20718,1,10/24/2011 11:33,1.25,United Kingdom
12545.0,PACK OF 20 SPACEBOY NAPKINS,580399,22613,4,12/4/2011 11:45,0.85,United Kingdom
12546.0,KINGS CHOICE BISCUIT TIN,577746,22357,4,11/21/2011 14:17,4.25,United Kingdom
12547.0,ZINC HEART LATTICE CHARGER SMALL,572483,20848,1,10/24/2011 13:50,2.95,United Kingdom
12552.0,ROSE DU SUD OVEN GLOVE,569943,20998,3,10/6/2011 18:08,2.95,United Kingdom
12556.0,RIBBON REEL CHRISTMAS SOCK BAUBLE,578088,22739,5,11/22/2011 16:47,1.65,United Kingdom
12557.0,SILK PURSE BABUSHKA BLUE,578921,22450,1,11/27/2011 11:57,3.35,United Kingdom
12560.0,METAL SIGN NEIGHBOURHOOD WITCH ,573300,22412,1,10/28/2011 16:10,2.1,United Kingdom
12562.0,RED DAISY PAPER LAMPSHADE,541816,40046A,3,1/21/2011 15:56,1.25,United Kingdom
12569.0,TRADTIONAL ALPHABET STAMP SET,578781,23569,1,11/25/2011 11:54,4.95,United Kingdom
12571.0,POTTING SHED SEED ENVELOPES,555845,21894,5,6/7/2011 13:19,1.25,United Kingdom
12572.0,DIAMANTE BOW BROOCH RED COLOUR,581191,90082B,1,12/7/2011 16:56,6.35,United Kingdom
12576.0,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,574544,22943,6,11/4/2011 14:49,4.95,United Kingdom
12577.0,LOVELY BONBON STICKER SHEET,556219,21719,12,6/9/2011 14:19,0.85,United Kingdom
12578.0,PACK OF 12 RED APPLE TISSUES,574544,23379,12,11/4/2011 14:49,0.39,United Kingdom
12579.0,BLUE JUICY FRUIT PHOTO FRAME,572295,85124B,2,10/23/2011 13:49,2.55,United Kingdom
12582.0,WRAP I LOVE LONDON ,568901,22710,25,9/29/2011 13:22,0.42,United Kingdom
12586.0,SCHOOL DESK AND CHAIR ,557472,22929,2,6/20/2011 13:27,65.0,Norway
12592.0,CHARLIE AND LOLA FIGURES TINS,563100,85132C,12,8/12/2011 9:57,1.95,Norway
12594.0,RED REFECTORY CLOCK ,575491,23316,2,11/9/2011 17:47,9.95,United Kingdom
12596.0,JUMBO BAG SCANDINAVIAN PAISLEY,544798,21928,10,2/23/2011 13:44,1.95,United Kingdom
12598.0,RETRO MOD TRAY,572216,79066K,2,10/21/2011 12:56,0.85,United Kingdom
12599.0,PINK FAIRY CAKE CHILDRENS APRON,578307,47591D,4,11/23/2011 15:53,1.95,United Kingdom
12600.0,WOODLAND SMALL RED FELT HEART,578092,23473,12,11/22/2011 17:19,0.83,United Kingdom
12607.0,CHILLI LIGHTS,576269,79321,4,11/14/2011 14:23,5.75,Portugal
12612.0,EMBROIDERED RIBBON REEL SALLY ,574699,23514,6,11/6/2011 13:53,2.08,United Kingdom
12613.0,SET/10 BLUE POLKADOT PARTY CANDLES,570467,21124,24,10/10/2011 16:06,1.25,USA
12615.0,SMALL PARLOUR PICTURE FRAME,576384,23455,6,11/15/2011 9:32,2.89,United Kingdom
12619.0,SMALL PARLOUR FRAME,575853,23455,6,11/11/2011 12:18,2.89,United Kingdom
12620.0,TOTE BAG I LOVE LONDON,578781,22902,2,11/25/2011 11:54,2.1,United Kingdom
12621.0,MEDIUM CERAMIC TOP STORAGE JAR,574727,23166,2,11/6/2011 15:01,1.25,United Kingdom
12625.0,SMALL STRIPES CHOCOLATE GIFT BAG ,578325,21292,16,11/23/2011 17:43,0.85,United Kingdom
12627.0,PANTRY APPLE CORER,572302,22981,1,10/23/2011 14:47,1.45,United Kingdom
12628.0,NUMBER TILE COTTAGE GARDEN 5,572913,22873,1,10/26/2011 16:21,1.95,United Kingdom
12630.0,CHILDS GARDEN BRUSH BLUE,551342,22518,6,4/28/2011 8:34,2.1,United Kingdom
12633.0,NECKLACE+BRACELET SET FRUIT SALAD ,578781,90094,1,11/25/2011 11:54,2.55,United Kingdom
12643.0,BLUE POLKADOT BEAKER ,557472,21395,48,6/20/2011 13:27,0.39,Norway
12645.0,MONEY BOX BISCUITS DESIGN,C573779,22409,-1,11/1/2011 10:57,1.25,United Kingdom
12652.0,PAPER LANTERN 7 POINT SNOW STAR,568065,23042,2,9/23/2011 13:44,6.65,United Kingdom
12656.0,WRAP RED APPLES ,574544,22704,25,11/4/2011 14:49,0.42,United Kingdom
12657.0,LUNCH BAG CARS BLUE,577543,20728,10,11/20/2011 14:40,1.65,United Kingdom
12662.0,GROW YOUR OWN HERBS SET OF 3,556473,22443,1,6/12/2011 12:00,7.95,United Kingdom
12664.0,HEART SHAPE WIRELESS DOORBELL,574682,79160,1,11/6/2011 12:44,2.1,United Kingdom
12669.0,WOODEN UNION JACK BUNTING,578921,22499,1,11/27/2011 11:57,5.95,United Kingdom
12670.0,SET/10 IVORY POLKADOT PARTY CANDLES,570467,21123,24,10/10/2011 16:06,1.25,USA
12673.0,BLUE FLOCK GLASS CANDLEHOLDER,555500,79337,1,6/3/2011 15:32,0.38,United Kingdom
12676.0,WRAP I LOVE LONDON ,568901,22710,25,9/29/2011 13:22,0.42,United Kingdom
12678.0,POLYESTER FILLER PAD 65CMx65CM,547513,46000P,1,3/23/2011 13:59,4.25,United Kingdom
12679.0,"LETTER ""H"" BLING KEY RING",581191,90214H,1,12/7/2011 16:56,0.29,United Kingdom
12683.0,SMALL RED RETROSPOT WINDMILL,567915,21746,12,9/22/2011 17:15,1.25,France
12689.0,CHARLIE + LOLA RED HOT WATER BOTTLE,579091,84032B,6,11/28/2011 10:49,2.95,United Kingdom
12691.0,VILLAGE SHOW WALL ART,569679,23536,12,10/5/2011 14:19,5.35,United Kingdom
12693.0,RABBIT EASTER DECORATION,547887,35909A,6,3/28/2011 9:30,2.95,United Kingdom
12694.0,SET OF 6 EASTER RAINBOW CHICKS,576624,23449,12,11/15/2011 17:14,1.25,United Kingdom
12695.0,RED TEA TOWEL CLASSIC DESIGN,556685,22480,12,6/14/2011 10:00,1.25,United Kingdom
12703.0,RETROSPOT HEART HOT WATER BOTTLE,575692,21485,2,11/10/2011 16:27,4.95,France
12704.0,HAND TOWEL PALE BLUE W FLOWERS,549126,84916,2,4/6/2011 14:23,5.95,United Kingdom
12705.0,BEADED CRYSTAL HEART BLUE  LARGE,575692,85130C,3,11/10/2011 16:27,0.79,France
12708.0,HOME SWEET HOME MUG,578921,21877,1,11/27/2011 11:57,1.65,United Kingdom
12714.0,JUMBO BAG STRAWBERRY,575491,85099F,9,11/9/2011 17:47,2.08,United Kingdom
12716.0,RED GLASS TASSLE BAG CHARM,558099,90129F,3,6/26/2011 13:45,2.95,United Kingdom
12717.0,DAISIES  HONEYCOMB GARLAND ,559539,21204,2,7/10/2011 12:28,1.65,United Kingdom
12719.0,SPRIG LAVENDER ARTIFICIAL FLOWER,C543239,84799,-12,2/4/2011 13:47,1.25,United Kingdom
12722.0,RETRO PINK BALL ASHTRAY ,551531,84597C,3,5/1/2011 13:45,1.25,United Kingdom
12726.0,"FANCY FONT BIRTHDAY CARD, ",576246,21506,12,11/14/2011 13:42,0.42,United Kingdom
12727.0,WICKER STAR ,578088,22694,1,11/22/2011 16:47,2.1,United Kingdom
12735.0,LANDMARK FRAME LONDON BRIDGE ,575491,23558,1,11/9/2011 17:47,12.5,United Kingdom
12739.0,PINK DINER WALL CLOCK,569686,23341,2,10/5/2011 14:50,8.5,France
12749.0,GIFT BAG LARGE VINTAGE CHRISTMAS,562101,23436,12,8/2/2011 14:04,1.25,United Kingdom
12753.0,SIX DRAWER OFFICE TIDY,576779,23471,1,11/16/2011 13:25,9.95,United Kingdom
12755.0,MONEY BOX CONFECTIONERY DESIGN,570672,22408,12,10/11/2011 14:52,1.25,France
12757.0,JUMBO BAG RED RETROSPOT,579556,85099B,1,11/30/2011 11:17,2.08,United Kingdom
12762.0,WALL ART THE MAGIC FOREST ,576405,23540,2,11/15/2011 11:14,6.95,United Kingdom
12766.0,PACK OF 12 PINK POLKADOT TISSUES,572294,21986,12,10/23/2011 13:10,0.39,United Kingdom
12778.0,PENS ASSORTED FUNNY FACE,575868,22610,36,11/11/2011 12:44,0.19,United Kingdom
12779.0,BINGO SET,579286,21888,1,11/29/2011 10:57,3.75,United Kingdom
12781.0,WOODLAND BUNNIES LOLLY MAKERS,579286,23559,1,11/29/2011 10:57,2.08,United Kingdom
12784.0,SMALL DECO JEWELLERY STAND,570127,23066,2,10/7/2011 13:17,8.25,United Kingdom
12785.0,FIRE POLISHED GLASS BRACELET RED,553007,90039A,6,5/12/2011 16:50,3.75,United Kingdom
12787.0,DINOSAUR HEIGHT CHART STICKER SET,573876,21251,2,11/1/2011 12:48,2.95,United Kingdom
12797.0,YELLOW DRAGONFLY HELICOPTER,577302,85135A,1,11/18/2011 12:57,7.95,United Kingdom
12798.0,LARGE PARLOUR PICTURE FRAME,580613,23457,3,12/5/2011 12:03,4.95,United Kingdom
12815.0,LUNCH BAG DOLLY GIRL DESIGN,578921,22662,1,11/27/2011 11:57,1.65,United Kingdom
12816.0,PARISIENNE CURIO CABINET,575868,23112,2,11/11/2011 12:44,7.5,United Kingdom
12818.0,KINGS CHOICE MUG,570672,21875,12,10/11/2011 14:52,1.25,France
12822.0,PINK  POLKADOT CUP,560997,21239,8,7/22/2011 13:59,0.85,Germany
12823.0,BLUE FLOCK GLASS CANDLEHOLDER,555500,79337,1,6/3/2011 15:32,0.38,United Kingdom
12826.0,S/2 BEACH HUT TREASURE CHESTS,551823,84689,2,5/4/2011 12:29,2.0,United Kingdom
12827.0,SKULL SHOULDER BAG,578092,21934,10,11/22/2011 17:19,1.65,United Kingdom
12830.0,WHITE BAMBOO RIBS LAMPSHADE,559929,40001,24,7/14/2011 9:10,0.85,Unspecified
12841.0,BLACK STITCHED WALL CLOCK,561653,84660B,20,7/28/2011 15:55,0.79,United Kingdom
12842.0,ANTIQUE GLASS PLACE SETTING,576779,21145,10,11/16/2011 13:25,1.25,United Kingdom
12843.0,GARDENERS KNEELING PAD CUP OF TEA ,579286,23300,1,11/29/2011 10:57,1.65,United Kingdom
12844.0,JADE DROP EARRINGS W FILIGREE,560251,90192,1,7/17/2011 12:32,4.95,United Kingdom
12845.0,SOMBRERO ,578781,62018,1,11/25/2011 11:54,1.95,United Kingdom
12856.0,HILDA CANDY SPOT RABBIT,569897,85096,1,10/6/2011 16:01,3.75,United Kingdom
12857.0,FRENCH ENAMEL UTENSIL HOLDER,540362,85055,1,1/6/2011 15:42,3.75,United Kingdom
12863.0,FELTCRAFT CUSHION RABBIT,570249,22570,4,10/10/2011 8:58,3.75,United Kingdom
12865.0,DOILEY BISCUIT TIN,566631,23236,6,9/14/2011 10:34,2.89,United Kingdom
12867.0,BLUE ORGANDY ROUND LAMPSHADE W BEA,578019,40005B,4,11/22/2011 13:11,0.85,United Kingdom
12868.0,SMALL IVORY HEART WALL ORGANISER,571682,23132,1,10/18/2011 14:00,5.75,United Kingdom
12872.0,GLASS JAR MARMALADE ,577469,22363,2,11/20/2011 11:25,2.95,United Kingdom
12876.0,ALPHABET STENCIL CRAFT,578251,22564,1,11/23/2011 12:45,1.25,United Kingdom
12883.0,HALL CABINET WITH 3 DRAWERS,537659,22833,72,12/7/2010 16:43,32.69,United Kingdom
12891.0,PACK OF 72 SKULL CAKE CASES,579152,21213,24,11/28/2011 13:26,0.55,Germany
12895.0,HOME SWEET HOME CUSHION COVER ,579286,23393,1,11/29/2011 10:57,3.75,United Kingdom
12897.0,GLASS APOTHECARY BOTTLE ELIXIR,576364,23014,2,11/14/2011 17:40,3.95,United Kingdom
12904.0,WHITE WITH METAL BAG CHARM,559342,90046,3,7/7/2011 16:59,4.95,United Kingdom
12909.0,BLACK WINE GLASS,572309,79164,6,10/23/2011 15:29,0.39,United Kingdom
12912.0,VINTAGE CREAM CAT FOOD CONTAINER,574544,22845,2,11/4/2011 14:49,6.35,United Kingdom
12913.0,"LETTER ""D"" BLING KEY RING",581401,90214D,12,12/8/2011 13:43,0.29,United Kingdom
12915.0,BLUE POLKADOT CUP,577742,21240,2,11/21/2011 13:41,0.85,United Kingdom
12921.0,FAIRY TALE COTTAGE NIGHT LIGHT,576269,22466,12,11/14/2011 14:23,1.95,Portugal
12929.0,CHARLOTTE BAG ALPHABET  DESIGN,553725,23205,10,5/18/2011 16:51,0.85,United Kingdom
12930.0,CHRISTMAS HANGING STAR WITH BELL,577230,21810,2,11/18/2011 12:08,0.39,United Kingdom
12935.0,RETROSPOT PARTY BAG + STICKER SET,578781,22333,1,11/25/2011 11:54,1.65,United Kingdom
12942.0,12 PINK ROSE PEG PLACE SETTINGS,543040,21445,1,2/2/2011 17:06,1.25,United Kingdom
12947.0,BATH BUILDING BLOCK WORD,575491,21756,2,11/9/2011 17:47,6.25,United Kingdom
12950.0,SMALL PINK GLASS SUNDAE DISH,551531,20803,6,5/1/2011 13:45,0.39,United Kingdom
12951.0,DRAWER KNOB CRACKLE GLAZE BLUE,C574057,23028,-1,11/2/2011 14:10,1.65,United Kingdom
12952.0,SANDWICH BATH SPONGE,538826,20966,10,12/14/2010 12:58,1.25,Cyprus
12957.0,COOKING SET RETROSPOT,545524,22618,2,3/3/2011 12:53,9.95,United Kingdom
12962.0,STAR PORTABLE TABLE LIGHT ,566518,21743,2,9/13/2011 11:24,2.95,United Kingdom
12963.0,RED DRAWER KNOB ACRYLIC EDWARDIAN,579027,22774,24,11/28/2011 10:20,1.25,United Kingdom
12967.0,ZINC  STAR T-LIGHT HOLDER ,574683,23086,3,11/6/2011 12:50,1.25,United Kingdom
12970.0,SET/4 BADGES BALLOON GIRL,570672,21219,10,10/11/2011 14:52,1.25,France
12971.0,CERAMIC BOWL WITH LOVE HEART DESIGN,570656,22062,21,10/11/2011 14:10,0.83,United Kingdom
12981.0,PINK PARTY SUNGLASSES,554151,84522,6,5/23/2011 11:07,1.95,United Kingdom
12982.0,CHRISTMAS TABLE SILVER CANDLE SPIKE,579146,23271,32,11/28/2011 13:14,0.83,United Kingdom
12985.0,TRIPLE PHOTO FRAME CORNICE ,573363,22767,2,10/30/2011 13:06,9.95,United Kingdom
12987.0,STOOL HOME SWEET HOME ,569737,23427,1,10/6/2011 10:45,12.5,United Kingdom
12989.0,FRUIT SALAD BAG CHARM,580360,90116,12,12/2/2011 16:14,1.69,United Kingdom
12990.0,PINK & WHITE BREAKFAST TRAY,552658,84563A,1,5/10/2011 14:57,2.95,United Kingdom
12994.0,BOTANICAL ROSE GREETING CARD,546314,22033,12,3/10/2011 19:05,0.42,United Kingdom
12995.0,SET OF 36 DOILIES PANTRY DESIGN,572294,23306,6,10/23/2011 13:10,1.45,United Kingdom
12999.0,VINTAGE RED TEATIME MUG,556473,21067,1,6/12/2011 12:00,1.25,United Kingdom
13001.0,ANGEL DECORATION 3 BUTTONS ,573992,22154,48,11/2/2011 11:20,0.42,United Kingdom
13003.0,LIPSTICK PEN RED,576269,22419,12,11/14/2011 14:23,0.42,Portugal
13004.0,WASHROOM METAL SIGN,574063,82552,2,11/2/2011 14:31,1.45,United Kingdom
13008.0,PINK FLOCK SUEDE CUSHION COVER ,558031,84415A,6,6/24/2011 12:14,1.25,United Kingdom
13015.0,BAKING MOULD CUPCAKE CHOCOLATE,538785,22937,12,12/14/2010 11:39,2.55,United Kingdom
13023.0,PINK GINGHAM CAT WITH SCARF,555486,84584,6,6/3/2011 13:05,2.55,United Kingdom
13029.0,RED RETROSPOT PURSE ,570672,20665,6,10/11/2011 14:52,2.95,France
13035.0,BISCUIT TIN 50'S CHRISTMAS,577049,23247,2,11/17/2011 13:58,2.89,United Kingdom
13037.0,VIPPASSPORT COVER ,551514,20622,3,4/28/2011 19:53,2.1,United Kingdom
13038.0,3 TIER SWEETHEART GARDEN SHELF,569897,22824,1,10/6/2011 16:01,35.95,United Kingdom
13040.0,36 FOIL HEART CAKE CASES,578921,22956,1,11/27/2011 11:57,2.1,United Kingdom
13049.0,CHARLIE+LOLA PINK HOT WATER BOTTLE,579091,84032A,6,11/28/2011 10:49,2.95,United Kingdom
13050.0,PAPER LANTERN 5 POINT STAR MOON ,574575,23045,2,11/4/2011 17:03,4.15,United Kingdom
13058.0,CHRISTMAS CRAFT LITTLE FRIENDS,575692,22144,3,11/10/2011 16:27,2.1,France
13066.0,PURPLE/BLUE CERAMIC CANDLE HOLDER,560393,37491D,2,7/18/2011 13:33,1.65,United Kingdom
13068.0,BUNNY DECORATION MAGIC GARDEN,548214,22247,16,3/30/2011 9:17,0.85,United Kingdom
13079.0,SILVER FISHING GNOME ,549247,21129,1,4/7/2011 12:04,6.95,United Kingdom
13082.0,SOFT PINK ROSE TOWEL ,574914,84913A,1,11/7/2011 16:16,4.65,United Kingdom
13083.0,FLOWER FAIRY 5 SUMMER DRAW LINERS,567338,17107D,6,9/19/2011 15:00,2.55,United Kingdom
13090.0,PACK OF 20 SKULL PAPER NAPKINS,579152,21989,12,11/28/2011 13:26,0.85,Germany
13091.0,DRAWER KNOB VINTAGE GLASS STAR,572613,23026,6,10/25/2011 11:28,2.08,United Kingdom
13092.0,SET OF 6 KASHMIR FOLKART BAUBLES,573381,84944,2,10/30/2011 14:05,1.65,United Kingdom
13094.0,MAKE YOUR OWN MONSOON CARD KIT,579286,22744,1,11/29/2011 10:57,2.95,United Kingdom
13097.0,3D SHEET OF DOG STICKERS,573029,84559A,1,10/27/2011 13:33,0.85,United Kingdom
13098.0,DECORATION  PINK CHICK MAGIC GARDEN,548214,22248,16,3/30/2011 9:17,0.85,United Kingdom
13102.0,GREEN FERN NOTEBOOK,566408,20774,2,9/12/2011 13:43,1.65,United Kingdom
13104.0,PINK SCOTTIE DOG W FLOWER PATTERN,573481,84931A,6,10/31/2011 11:10,2.55,United Kingdom
13107.0,3 HOOK PHOTO SHELF ANTIQUE WHITE,576554,22171,2,11/15/2011 12:57,8.5,United Kingdom
13115.0,CHRISTMAS DECOUPAGE CANDLE,572913,72818,1,10/26/2011 16:21,0.39,United Kingdom
13117.0,LOCAL CAFE MUG,575908,22190,12,11/11/2011 15:54,2.1,United Kingdom
13122.0,JARDIN ETCHED GLASS CHEESE DISH,549568,85144,2,4/10/2011 15:09,1.95,United Kingdom
13124.0,POLYESTER FILLER PAD 45x45cm,579274,46000M,4,11/29/2011 10:01,1.55,United Kingdom
13131.0, DOLLY GIRL BEAKER,578921,23345,1,11/27/2011 11:57,1.25,United Kingdom
13133.0,STRAWBERRY RAFFIA FOOD COVER,572906,21471,6,10/26/2011 15:43,3.75,United Kingdom
13136.0,HEART DECORATION PAINTED ZINC ,579946,22335,4,12/1/2011 10:44,0.65,United Kingdom
13137.0,PINK NEW BAROQUECANDLESTICK CANDLE,573149,84625A,2,10/27/2011 19:56,0.85,United Kingdom
13138.0,SET/6 RED SPOTTY PAPER CUPS,579152,21086,12,11/28/2011 13:26,0.65,Germany
13140.0,NAMASTE SWAGAT INCENSE,563580,17021,12,8/17/2011 15:53,0.3,United Kingdom
13141.0,CHILDRENS CUTLERY POLKADOT BLUE,572302,84997C,2,10/23/2011 14:47,4.15,United Kingdom
13147.0,SET/6 POSIES PAPER CUPS,550351,21087,12,4/18/2011 10:20,0.19,United Kingdom
13151.0,MAGIC DRAWING SLATE LEAP FROG ,570672,22532,24,10/11/2011 14:52,0.42,France
13155.0,STRAWBERRY SHOPPER BAG,570672,20717,10,10/11/2011 14:52,1.25,France
13158.0,CORONA MEXICAN TRAY,539039,79067,10,12/15/2010 15:00,3.75,United Kingdom
13159.0,CLEAR ACRYLIC FACETED BANGLE,573102,90210B,10,10/27/2011 14:52,1.0,United Kingdom
13166.0,BOTANICAL LILY GIFT WRAP,568207,22039,25,9/25/2011 15:34,0.42,United Kingdom
