prev,next,label
"## order history
Order details for 07/06/2011 14:41: LUNCH BAG DOILEY PATTERN , 
Order details for 06/19/2011 14:36 [Concurrent Purchase]: FRIDGE MAGNETS US DINER ASSORTED, SET OF 5 MINI GROCERY MAGNETS, SET OF 5 PANCAKE DAY MAGNETS, SMALL CERAMIC TOP STORAGE JAR , BAKING MOULD CHOCOLATE CUPCAKES, LUNCH BAG DOILEY PATTERN , ","## next purchase prediction
POTTING SHED TEA MUG",1
"## order history
Order details for 07/06/2011 14:41: LUNCH BAG DOILEY PATTERN , 
Order details for 06/19/2011 14:36 [Concurrent Purchase]: FRIDGE MAGNETS US DINER ASSORTED, SET OF 5 MINI GROCERY MAGNETS, SET OF 5 PANCAKE DAY MAGNETS, SMALL CERAMIC TOP STORAGE JAR , BAKING MOULD CHOCOLATE CUPCAKES, LUNCH BAG DOILEY PATTERN , ","## next purchase prediction
ANTIQUE SILVER TEA GLASS ENGRAVED",0
"## order history
Order details for 10/17/2011 15:07 [Concurrent Purchase]: REGENCY CAKESTAND 3 TIER, FLOWERS CHANDELIER T-LIGHT HOLDER, OCEAN SCENT CANDLE IN JEWELLED BOX, IVORY CHANDELIER T-LIGHT HOLDER, WOODEN FRAME ANTIQUE WHITE , 3 DRAWER ANTIQUE WHITE WOOD CABINET, WOOD 2 DRAWER CABINET WHITE FINISH, VANILLA SCENT CANDLE JEWELLED BOX, WOODEN PICTURE FRAME WHITE FINISH, SET OF 3 REGENCY CAKE TINS, MARIE ANTOINETTE TRINKET BOX SILVER, MARIE ANTOINETTE TRINKET BOX GOLD, CINDERELLA CHANDELIER , BEADED CHANDELIER T-LIGHT HOLDER, 
Order details for 10/14/2011 17:13 [Concurrent Purchase]: WOODEN FRAME ANTIQUE WHITE , OCEAN SCENT CANDLE IN JEWELLED BOX, WOOD 2 DRAWER CABINET WHITE FINISH, 3 DRAWER ANTIQUE WHITE WOOD CABINET, REGENCY CAKESTAND 3 TIER, METAL 4 HOOK HANGER FRENCH CHATEAU, WOODEN PICTURE FRAME WHITE FINISH, CINDERELLA CHANDELIER , VANILLA SCENT CANDLE JEWELLED BOX, FLOWERS CHANDELIER T-LIGHT HOLDER, BEADED CHANDELIER T-LIGHT HOLDER, MARIE ANTOINETTE TRINKET BOX SILVER, MARIE ANTOINETTE TRINKET BOX GOLD, SET OF 3 REGENCY CAKE TINS, IVORY CHANDELIER T-LIGHT HOLDER, ","## next purchase prediction
METAL 4 HOOK HANGER FRENCH CHATEAU",1
"## order history
Order details for 10/17/2011 15:07 [Concurrent Purchase]: REGENCY CAKESTAND 3 TIER, FLOWERS CHANDELIER T-LIGHT HOLDER, OCEAN SCENT CANDLE IN JEWELLED BOX, IVORY CHANDELIER T-LIGHT HOLDER, WOODEN FRAME ANTIQUE WHITE , 3 DRAWER ANTIQUE WHITE WOOD CABINET, WOOD 2 DRAWER CABINET WHITE FINISH, VANILLA SCENT CANDLE JEWELLED BOX, WOODEN PICTURE FRAME WHITE FINISH, SET OF 3 REGENCY CAKE TINS, MARIE ANTOINETTE TRINKET BOX SILVER, MARIE ANTOINETTE TRINKET BOX GOLD, CINDERELLA CHANDELIER , BEADED CHANDELIER T-LIGHT HOLDER, 
Order details for 10/14/2011 17:13 [Concurrent Purchase]: WOODEN FRAME ANTIQUE WHITE , OCEAN SCENT CANDLE IN JEWELLED BOX, WOOD 2 DRAWER CABINET WHITE FINISH, 3 DRAWER ANTIQUE WHITE WOOD CABINET, REGENCY CAKESTAND 3 TIER, METAL 4 HOOK HANGER FRENCH CHATEAU, WOODEN PICTURE FRAME WHITE FINISH, CINDERELLA CHANDELIER , VANILLA SCENT CANDLE JEWELLED BOX, FLOWERS CHANDELIER T-LIGHT HOLDER, BEADED CHANDELIER T-LIGHT HOLDER, MARIE ANTOINETTE TRINKET BOX SILVER, MARIE ANTOINETTE TRINKET BOX GOLD, SET OF 3 REGENCY CAKE TINS, IVORY CHANDELIER T-LIGHT HOLDER, ","## next purchase prediction
GIANT 50'S CHRISTMAS CRACKER",0
"## order history
Order details for 10/26/2011 14:41 [Concurrent Purchase]: SET OF 6 TEA TIME BAKING CASES, MEDIUM MEDINA STAMPED METAL BOWL , WHITE ROCKING HORSE HAND PAINTED, REINDEER HEART DECORATION GOLD, JINGLE BELL HEART DECORATION, LARGE MEDINA STAMPED METAL BOWL , SET OF 2 TRAYS HOME SWEET HOME, SMALL MEDINA STAMPED METAL BOWL , ENGLISH ROSE NOTEBOOK A7 SIZE, ANTIQUE GLASS DRESSING TABLE POT, HANGING HEART WITH BELL, FRENCH ENAMEL POT W LID, SET OF 3 REGENCY CAKE TINS, REGENCY CAKE FORK, REGENCY TEA SPOON, POLYESTER FILLER PAD 40x40cm, BELLE JARDINIERE CUSHION COVER, SET OF 20 KIDS COOKIE CUTTERS, STORAGE TIN HOME SWEET HOME, HOME SWEET HOME CUSHION COVER , SET OF 3 NOTEBOOKS IN PARCEL, FRIDGE MAGNETS LA VIE EN ROSE, ASSORTED COLOUR BIRD ORNAMENT, HEART OF WICKER LARGE, RED SPOT CERAMIC DRAWER KNOB, BLUE STRIPE CERAMIC DRAWER KNOB, SCANDINAVIAN REDS RIBBONS, 6 RIBBONS RUSTIC CHARM, NATURAL HANGING QUILTED HEARTS , MAKE YOUR OWN MONSOON CARD KIT, SILVER PLATE CANDLE BOWL SMALL, SMALL HAMMERED SILVER CANDLEPOT , VICTORIAN GLASS HANGING T-LIGHT, MAGNETS PACK OF 4 SWALLOWS, SET/6 COLLAGE PAPER PLATES, SET/6 COLLAGE PAPER CUPS, CHRISTMAS METAL POSTCARD WITH BELLS, WOOD 2 DRAWER CABINET WHITE FINISH, 
Order details for 08/23/2011 11:02 [Concurrent Purchase]: VINTAGE LEAF MAGNETIC NOTEPAD, PLASTERS IN TIN SPACEBOY, ANTIQUE TALL SWIRLGLASS TRINKET POT, PANTRY MAGNETIC  SHOPPING LIST, ","## next purchase prediction
POSTAGE",1
"## order history
Order details for 10/26/2011 14:41 [Concurrent Purchase]: SET OF 6 TEA TIME BAKING CASES, MEDIUM MEDINA STAMPED METAL BOWL , WHITE ROCKING HORSE HAND PAINTED, REINDEER HEART DECORATION GOLD, JINGLE BELL HEART DECORATION, LARGE MEDINA STAMPED METAL BOWL , SET OF 2 TRAYS HOME SWEET HOME, SMALL MEDINA STAMPED METAL BOWL , ENGLISH ROSE NOTEBOOK A7 SIZE, ANTIQUE GLASS DRESSING TABLE POT, HANGING HEART WITH BELL, FRENCH ENAMEL POT W LID, SET OF 3 REGENCY CAKE TINS, REGENCY CAKE FORK, REGENCY TEA SPOON, POLYESTER FILLER PAD 40x40cm, BELLE JARDINIERE CUSHION COVER, SET OF 20 KIDS COOKIE CUTTERS, STORAGE TIN HOME SWEET HOME, HOME SWEET HOME CUSHION COVER , SET OF 3 NOTEBOOKS IN PARCEL, FRIDGE MAGNETS LA VIE EN ROSE, ASSORTED COLOUR BIRD ORNAMENT, HEART OF WICKER LARGE, RED SPOT CERAMIC DRAWER KNOB, BLUE STRIPE CERAMIC DRAWER KNOB, SCANDINAVIAN REDS RIBBONS, 6 RIBBONS RUSTIC CHARM, NATURAL HANGING QUILTED HEARTS , MAKE YOUR OWN MONSOON CARD KIT, SILVER PLATE CANDLE BOWL SMALL, SMALL HAMMERED SILVER CANDLEPOT , VICTORIAN GLASS HANGING T-LIGHT, MAGNETS PACK OF 4 SWALLOWS, SET/6 COLLAGE PAPER PLATES, SET/6 COLLAGE PAPER CUPS, CHRISTMAS METAL POSTCARD WITH BELLS, WOOD 2 DRAWER CABINET WHITE FINISH, 
Order details for 08/23/2011 11:02 [Concurrent Purchase]: VINTAGE LEAF MAGNETIC NOTEPAD, PLASTERS IN TIN SPACEBOY, ANTIQUE TALL SWIRLGLASS TRINKET POT, PANTRY MAGNETIC  SHOPPING LIST, ","## next purchase prediction
BOX OF VINTAGE ALPHABET BLOCKS",0
"## order history
Order details for 10/04/2011 13:15: EDWARDIAN PARASOL NATURAL, 
Order details for 10/04/2011 13:13: EDWARDIAN PARASOL NATURAL, 
Order details for 09/19/2011 09:04: EDWARDIAN PARASOL NATURAL, 
Order details for 09/15/2011 14:25: POSTAGE, 
Order details for 09/14/2011 15:54 [Concurrent Purchase]: PLASTERS IN TIN CIRCUS PARADE , VINTAGE DONKEY TAIL GAME , PICNIC BOXES SET OF 3 RETROSPOT , SPACEBOY CHILDRENS BOWL, SPACEBOY CHILDRENS CUP, DOLLY GIRL CHILDRENS BOWL, DOLLY GIRL CHILDRENS CUP, FOLDING UMBRELLA CHOCOLATE POLKADOT, WOODLAND MINI BACKPACK, FOLDING BUTTERFLY MIRROR HOT PINK , DOLLY GIRL MINI BACKPACK, 36 PENCILS TUBE WOODLAND, LOVELY BONBON STICKER SHEET, FAWN BLUE HOT WATER BOTTLE, FOOD COVER WITH BEADS SET 2 , LUNCH BAG SPACEBOY DESIGN , PLASTERS IN TIN STRONGMAN, LUNCH BAG VINTAGE LEAF DESIGN, RETROSPOT TEA SET CERAMIC 11 PC , BLACK/BLUE POLKADOT UMBRELLA, CIRCUS PARADE LUNCH BOX , GUMBALL COAT RACK, DOLLY GIRL BABY GIFT SET, BANQUET BIRTHDAY  CARD  , FANCY FONT BIRTHDAY CARD, , WOODLAND  STICKERS, BUTTERFLIES STICKERS, STORAGE TIN VINTAGE DOILY , DOLLY GIRL LUNCH BOX, SET OF 3 REGENCY CAKE TINS, PLASTERS IN TIN SPACEBOY, SET OF 4 KNICK KNACK TINS DOILY , SPACEBOY MINI BACKPACK, PLASTERS IN TIN WOODLAND ANIMALS, 
Order details for 08/02/2011 16:23: CAROUSEL DESIGN WASHBAG, 
Order details for 04/20/2011 10:10 [Concurrent Purchase]: JUMBO BAG APPLES, JUMBO BAG APPLES, 
Order details for 04/20/2011 09:49: CHILDS BREAKFAST SET CIRCUS PARADE, 
Order details for 04/15/2011 13:48 [Concurrent Purchase]: JUMBO BAG APPLES, POSTAGE, ","## next purchase prediction
STORAGE TIN VINTAGE DOILY ",1
"## order history
Order details for 10/04/2011 13:15: EDWARDIAN PARASOL NATURAL, 
Order details for 10/04/2011 13:13: EDWARDIAN PARASOL NATURAL, 
Order details for 09/19/2011 09:04: EDWARDIAN PARASOL NATURAL, 
Order details for 09/15/2011 14:25: POSTAGE, 
Order details for 09/14/2011 15:54 [Concurrent Purchase]: PLASTERS IN TIN CIRCUS PARADE , VINTAGE DONKEY TAIL GAME , PICNIC BOXES SET OF 3 RETROSPOT , SPACEBOY CHILDRENS BOWL, SPACEBOY CHILDRENS CUP, DOLLY GIRL CHILDRENS BOWL, DOLLY GIRL CHILDRENS CUP, FOLDING UMBRELLA CHOCOLATE POLKADOT, WOODLAND MINI BACKPACK, FOLDING BUTTERFLY MIRROR HOT PINK , DOLLY GIRL MINI BACKPACK, 36 PENCILS TUBE WOODLAND, LOVELY BONBON STICKER SHEET, FAWN BLUE HOT WATER BOTTLE, FOOD COVER WITH BEADS SET 2 , LUNCH BAG SPACEBOY DESIGN , PLASTERS IN TIN STRONGMAN, LUNCH BAG VINTAGE LEAF DESIGN, RETROSPOT TEA SET CERAMIC 11 PC , BLACK/BLUE POLKADOT UMBRELLA, CIRCUS PARADE LUNCH BOX , GUMBALL COAT RACK, DOLLY GIRL BABY GIFT SET, BANQUET BIRTHDAY  CARD  , FANCY FONT BIRTHDAY CARD, , WOODLAND  STICKERS, BUTTERFLIES STICKERS, STORAGE TIN VINTAGE DOILY , DOLLY GIRL LUNCH BOX, SET OF 3 REGENCY CAKE TINS, PLASTERS IN TIN SPACEBOY, SET OF 4 KNICK KNACK TINS DOILY , SPACEBOY MINI BACKPACK, PLASTERS IN TIN WOODLAND ANIMALS, 
Order details for 08/02/2011 16:23: CAROUSEL DESIGN WASHBAG, 
Order details for 04/20/2011 10:10 [Concurrent Purchase]: JUMBO BAG APPLES, JUMBO BAG APPLES, 
Order details for 04/20/2011 09:49: CHILDS BREAKFAST SET CIRCUS PARADE, 
Order details for 04/15/2011 13:48 [Concurrent Purchase]: JUMBO BAG APPLES, POSTAGE, ","## next purchase prediction
FUSCHIA FLOWER PURSE WITH BEADS",0
"## order history
Order details for 12/02/2011 11:34 [Concurrent Purchase]: BIRD DECORATION RED RETROSPOT, PICNIC BOXES SET OF 3 RETROSPOT , CHRISTMAS RETROSPOT ANGEL WOOD, 
Order details for 11/22/2011 16:34 [Concurrent Purchase]: RETROSPOT TEA SET CERAMIC 11 PC , MINI LIGHTS WOODLAND MUSHROOMS, CHRISTMAS RETROSPOT ANGEL WOOD, HEART WOODEN CHRISTMAS DECORATION, PICNIC BOXES SET OF 3 RETROSPOT , POSTAGE, SET 6 PAPER TABLE LANTERN HEARTS , ROUND SNACK BOXES SET OF4 WOODLAND , SET OF 20 VINTAGE CHRISTMAS NAPKINS, CHRISTMAS CRAFT TREE TOP ANGEL, CHRISTMAS CRAFT LITTLE FRIENDS, BIRD DECORATION RED RETROSPOT, SWALLOW WOODEN CHRISTMAS DECORATION, ROUND CONTAINER SET OF 5 RETROSPOT, STAR WOODEN CHRISTMAS DECORATION, MULTI COLOUR SILVER T-LIGHT HOLDER, FELTCRAFT CHRISTMAS FAIRY, CHRISTMAS RETROSPOT TREE WOOD, CHRISTMAS RETROSPOT STAR WOOD, CHRISTMAS CRAFT WHITE FAIRY , RETROSPOT WOODEN HEART DECORATION, 
Order details for 06/23/2011 13:37 [Concurrent Purchase]: PLASTERS IN TIN CIRCUS PARADE , DINOSAUR LUNCH BOX WITH CUTLERY, PLASTERS IN TIN STRONGMAN, PLASTERS IN TIN WOODLAND ANIMALS, CHILDRENS CUTLERY RETROSPOT RED , RETROSPOT LAMP, SET OF 10 LED DOLLY LIGHTS, RED RETROSPOT PURSE , PARTY INVITES DINOSAURS, AIRLINE BAG VINTAGE TOKYO 78, BIRTHDAY CARD, RETRO SPOT, POLKADOT PEN, PACK OF 72 RETROSPOT CAKE CASES, RED RETROSPOT CHARLOTTE BAG, RETROSPOT CHILDRENS APRON, RECIPE BOX RETROSPOT , LUNCH BOX WITH CUTLERY RETROSPOT , 3 PIECE SPACEBOY COOKIE CUTTER SET, SET OF 20 KIDS COOKIE CUTTERS, SET OF 3 BUTTERFLY COOKIE CUTTERS, SET OF 3 HEART COOKIE CUTTERS, SET OF 60 VINTAGE LEAF CAKE CASES , PACK OF 60 DINOSAUR CAKE CASES, AIRLINE BAG VINTAGE JET SET WHITE, POSTAGE, PINK BLUE FELT CRAFT TRINKET BOX, ","## next purchase prediction
ROUND CONTAINER SET OF 5 RETROSPOT",1
"## order history
Order details for 12/02/2011 11:34 [Concurrent Purchase]: BIRD DECORATION RED RETROSPOT, PICNIC BOXES SET OF 3 RETROSPOT , CHRISTMAS RETROSPOT ANGEL WOOD, 
Order details for 11/22/2011 16:34 [Concurrent Purchase]: RETROSPOT TEA SET CERAMIC 11 PC , MINI LIGHTS WOODLAND MUSHROOMS, CHRISTMAS RETROSPOT ANGEL WOOD, HEART WOODEN CHRISTMAS DECORATION, PICNIC BOXES SET OF 3 RETROSPOT , POSTAGE, SET 6 PAPER TABLE LANTERN HEARTS , ROUND SNACK BOXES SET OF4 WOODLAND , SET OF 20 VINTAGE CHRISTMAS NAPKINS, CHRISTMAS CRAFT TREE TOP ANGEL, CHRISTMAS CRAFT LITTLE FRIENDS, BIRD DECORATION RED RETROSPOT, SWALLOW WOODEN CHRISTMAS DECORATION, ROUND CONTAINER SET OF 5 RETROSPOT, STAR WOODEN CHRISTMAS DECORATION, MULTI COLOUR SILVER T-LIGHT HOLDER, FELTCRAFT CHRISTMAS FAIRY, CHRISTMAS RETROSPOT TREE WOOD, CHRISTMAS RETROSPOT STAR WOOD, CHRISTMAS CRAFT WHITE FAIRY , RETROSPOT WOODEN HEART DECORATION, 
Order details for 06/23/2011 13:37 [Concurrent Purchase]: PLASTERS IN TIN CIRCUS PARADE , DINOSAUR LUNCH BOX WITH CUTLERY, PLASTERS IN TIN STRONGMAN, PLASTERS IN TIN WOODLAND ANIMALS, CHILDRENS CUTLERY RETROSPOT RED , RETROSPOT LAMP, SET OF 10 LED DOLLY LIGHTS, RED RETROSPOT PURSE , PARTY INVITES DINOSAURS, AIRLINE BAG VINTAGE TOKYO 78, BIRTHDAY CARD, RETRO SPOT, POLKADOT PEN, PACK OF 72 RETROSPOT CAKE CASES, RED RETROSPOT CHARLOTTE BAG, RETROSPOT CHILDRENS APRON, RECIPE BOX RETROSPOT , LUNCH BOX WITH CUTLERY RETROSPOT , 3 PIECE SPACEBOY COOKIE CUTTER SET, SET OF 20 KIDS COOKIE CUTTERS, SET OF 3 BUTTERFLY COOKIE CUTTERS, SET OF 3 HEART COOKIE CUTTERS, SET OF 60 VINTAGE LEAF CAKE CASES , PACK OF 60 DINOSAUR CAKE CASES, AIRLINE BAG VINTAGE JET SET WHITE, POSTAGE, PINK BLUE FELT CRAFT TRINKET BOX, ","## next purchase prediction
RED STAR CARD HOLDER",0
"## order history
Order details for 11/10/2011 13:46: Manual, 
Order details for 11/10/2011 13:45 [Concurrent Purchase]: Manual, Manual, 
Order details for 11/10/2011 13:44 [Concurrent Purchase]: Manual, Manual, Manual, ","## next purchase prediction
Manual",1
"## order history
Order details for 11/10/2011 13:46: Manual, 
Order details for 11/10/2011 13:45 [Concurrent Purchase]: Manual, Manual, 
Order details for 11/10/2011 13:44 [Concurrent Purchase]: Manual, Manual, Manual, ","## next purchase prediction
SET OF 6 T-LIGHTS SNOWMEN",0
"## order history
Order details for 11/17/2011 09:51 [Concurrent Purchase]: DOORMAT RESPECTABLE HOUSE, RECYCLING BAG RETROSPOT , ENCHANTED BIRD COATHANGER 5 HOOK, RED STRIPE CERAMIC DRAWER KNOB, POMPOM CURTAIN, RED GINGHAM ROSE JEWELLERY BOX, FOLDING UMBRELLA BLACKBLUE POLKADOT, FOLDING UMBRELLA RED/WHITE POLKADOT, CHICK GREY HOT WATER BOTTLE, SCOTTIE DOG HOT WATER BOTTLE, RED WOOLLY HOTTIE WHITE HEART., PINK/WHITE CHRISTMAS TREE 60CM, BLACK CHRISTMAS TREE 120CM, RETROSPOT BABUSHKA DOORSTOP, ROTATING LEAVES T-LIGHT HOLDER, METAL 4 HOOK HANGER FRENCH CHATEAU, 3 DRAWER ANTIQUE WHITE WOOD CABINET, WOODLAND STORAGE BOX SMALL, BEWARE OF THE CAT METAL SIGN , BREAD BIN DINER STYLE RED , CHOCOLATE THIS WAY METAL SIGN, SET OF 6 SPICE TINS PANTRY DESIGN, ROUND CAKE TIN VINTAGE RED, RED RETROSPOT ROUND CAKE TINS, RED KITCHEN SCALES, PACK OF 72 RETROSPOT CAKE CASES, WALL TIDY RETROSPOT , BROCANTE SHELF WITH HOOKS, FRYING PAN RED RETROSPOT, PINK PAPER PARASOL , SET/2 RED RETROSPOT TEA TOWELS , CREAM CUPID HEARTS COAT HANGER, TRIPLE HOOK ANTIQUE IVORY ROSE, FOUR HOOK  WHITE LOVEBIRDS, RED DINER WALL CLOCK, IVORY DINER WALL CLOCK, DOORMAT FANCY FONT HOME SWEET HOME, CREAM HEART CARD HOLDER, DOORMAT TOPIARY, DOORMAT FAIRY CAKE, DOORMAT WELCOME PUPPIES, PARISIENNE KEY CABINET , MEMO BOARD COTTAGE DESIGN, DOORMAT HEARTS, ","## next purchase prediction
SET/3 RED GINGHAM ROSE STORAGE BOX",1
"## order history
Order details for 11/17/2011 09:51 [Concurrent Purchase]: DOORMAT RESPECTABLE HOUSE, RECYCLING BAG RETROSPOT , ENCHANTED BIRD COATHANGER 5 HOOK, RED STRIPE CERAMIC DRAWER KNOB, POMPOM CURTAIN, RED GINGHAM ROSE JEWELLERY BOX, FOLDING UMBRELLA BLACKBLUE POLKADOT, FOLDING UMBRELLA RED/WHITE POLKADOT, CHICK GREY HOT WATER BOTTLE, SCOTTIE DOG HOT WATER BOTTLE, RED WOOLLY HOTTIE WHITE HEART., PINK/WHITE CHRISTMAS TREE 60CM, BLACK CHRISTMAS TREE 120CM, RETROSPOT BABUSHKA DOORSTOP, ROTATING LEAVES T-LIGHT HOLDER, METAL 4 HOOK HANGER FRENCH CHATEAU, 3 DRAWER ANTIQUE WHITE WOOD CABINET, WOODLAND STORAGE BOX SMALL, BEWARE OF THE CAT METAL SIGN , BREAD BIN DINER STYLE RED , CHOCOLATE THIS WAY METAL SIGN, SET OF 6 SPICE TINS PANTRY DESIGN, ROUND CAKE TIN VINTAGE RED, RED RETROSPOT ROUND CAKE TINS, RED KITCHEN SCALES, PACK OF 72 RETROSPOT CAKE CASES, WALL TIDY RETROSPOT , BROCANTE SHELF WITH HOOKS, FRYING PAN RED RETROSPOT, PINK PAPER PARASOL , SET/2 RED RETROSPOT TEA TOWELS , CREAM CUPID HEARTS COAT HANGER, TRIPLE HOOK ANTIQUE IVORY ROSE, FOUR HOOK  WHITE LOVEBIRDS, RED DINER WALL CLOCK, IVORY DINER WALL CLOCK, DOORMAT FANCY FONT HOME SWEET HOME, CREAM HEART CARD HOLDER, DOORMAT TOPIARY, DOORMAT FAIRY CAKE, DOORMAT WELCOME PUPPIES, PARISIENNE KEY CABINET , MEMO BOARD COTTAGE DESIGN, DOORMAT HEARTS, ","## next purchase prediction
GLASS JAR MARMALADE ",0
"## order history
Order details for 12/04/2011 16:07 [Concurrent Purchase]: WRAP 50'S  CHRISTMAS, CHARLOTTE BAG PINK POLKADOT, JUMBO BAG 50'S CHRISTMAS , CUTE CATS TAPE, RED RETROSPOT TAPE, RETROSPOT CHILDRENS APRON, RED RETROSPOT CHILDRENS UMBRELLA, RED APPLES CHOPPING BOARD   , COFFEE MUG PEARS  DESIGN, CHILDRENS APRON APPLES DESIGN, GINGERBREAD MAN COOKIE CUTTER, WRAP RED APPLES , RED TOADSTOOL LED NIGHT LIGHT, TOY TIDY PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG APPLES DESIGN, RETROSPOT TEA SET CERAMIC 11 PC , JUMBO BAG VINTAGE LEAF, JUMBO BAG VINTAGE DOILY , JUMBO BAG APPLES, SET OF 6 SOLDIER SKITTLES, WOODLAND CHARLOTTE BAG, RECYCLING BAG RETROSPOT , PAPER BUNTING RETROSPOT, PICNIC BOXES SET OF 3 RETROSPOT , 
Order details for 11/22/2011 11:19 [Concurrent Purchase]: POSTAGE, ICE CREAM BUBBLES, OFFICE MUG WARMER PINK, RETROSPOT PARTY BAG + STICKER SET, RED RETROSPOT CHARLOTTE BAG, LUNCH BAG WOODLAND, WOODLAND PARTY BAG + STICKER SET, WOODLAND CHARLOTTE BAG, SET/6 RED SPOTTY PAPER CUPS, LUNCH BAG RED RETROSPOT, ROUND SNACK BOXES SET OF4 WOODLAND , RABBIT NIGHT LIGHT, JUMBO BAG WOODLAND ANIMALS, 
Order details for 11/14/2011 13:02 [Concurrent Purchase]: BLUE HARMONICA IN BOX , RABBIT NIGHT LIGHT, MINI PLAYING CARDS SPACEBOY , SET OF 6 TEA TIME BAKING CASES, POSTAGE, PACK OF 6 SKULL PAPER PLATES, FAIRY TALE COTTAGE NIGHT LIGHT, WOODLAND PARTY BAG + STICKER SET, VINTAGE SNAKES & LADDERS, TRADTIONAL ALPHABET STAMP SET, SET OF 12 FAIRY CAKE BAKING CASES, MAGIC DRAWING SLATE SPACEBOY , MINI PAINT SET VINTAGE , PACK OF 20 SKULL PAPER NAPKINS, SET OF 9 BLACK SKULL BALLOONS, SKULLS PARTY BAG + STICKER SET, SKULLS  WATER TRANSFER TATTOOS , RETROSPOT PARTY BAG + STICKER SET, PACK OF 6 SKULL PAPER CUPS, ","## next purchase prediction
POSTAGE",1
"## order history
Order details for 12/04/2011 16:07 [Concurrent Purchase]: WRAP 50'S  CHRISTMAS, CHARLOTTE BAG PINK POLKADOT, JUMBO BAG 50'S CHRISTMAS , CUTE CATS TAPE, RED RETROSPOT TAPE, RETROSPOT CHILDRENS APRON, RED RETROSPOT CHILDRENS UMBRELLA, RED APPLES CHOPPING BOARD   , COFFEE MUG PEARS  DESIGN, CHILDRENS APRON APPLES DESIGN, GINGERBREAD MAN COOKIE CUTTER, WRAP RED APPLES , RED TOADSTOOL LED NIGHT LIGHT, TOY TIDY PINK POLKADOT, RED RETROSPOT CHARLOTTE BAG, CHARLOTTE BAG APPLES DESIGN, RETROSPOT TEA SET CERAMIC 11 PC , JUMBO BAG VINTAGE LEAF, JUMBO BAG VINTAGE DOILY , JUMBO BAG APPLES, SET OF 6 SOLDIER SKITTLES, WOODLAND CHARLOTTE BAG, RECYCLING BAG RETROSPOT , PAPER BUNTING RETROSPOT, PICNIC BOXES SET OF 3 RETROSPOT , 
Order details for 11/22/2011 11:19 [Concurrent Purchase]: POSTAGE, ICE CREAM BUBBLES, OFFICE MUG WARMER PINK, RETROSPOT PARTY BAG + STICKER SET, RED RETROSPOT CHARLOTTE BAG, LUNCH BAG WOODLAND, WOODLAND PARTY BAG + STICKER SET, WOODLAND CHARLOTTE BAG, SET/6 RED SPOTTY PAPER CUPS, LUNCH BAG RED RETROSPOT, ROUND SNACK BOXES SET OF4 WOODLAND , RABBIT NIGHT LIGHT, JUMBO BAG WOODLAND ANIMALS, 
Order details for 11/14/2011 13:02 [Concurrent Purchase]: BLUE HARMONICA IN BOX , RABBIT NIGHT LIGHT, MINI PLAYING CARDS SPACEBOY , SET OF 6 TEA TIME BAKING CASES, POSTAGE, PACK OF 6 SKULL PAPER PLATES, FAIRY TALE COTTAGE NIGHT LIGHT, WOODLAND PARTY BAG + STICKER SET, VINTAGE SNAKES & LADDERS, TRADTIONAL ALPHABET STAMP SET, SET OF 12 FAIRY CAKE BAKING CASES, MAGIC DRAWING SLATE SPACEBOY , MINI PAINT SET VINTAGE , PACK OF 20 SKULL PAPER NAPKINS, SET OF 9 BLACK SKULL BALLOONS, SKULLS PARTY BAG + STICKER SET, SKULLS  WATER TRANSFER TATTOOS , RETROSPOT PARTY BAG + STICKER SET, PACK OF 6 SKULL PAPER CUPS, ","## next purchase prediction
BLUE TILED TRAY",0
"## order history
Order details for 11/01/2011 12:18 [Concurrent Purchase]: 12 PENCIL SMALL TUBE WOODLAND, DOLLY GIRL CHILDRENS CUP, DOLLY GIRL MINI BACKPACK, WOODLAND  HEIGHT CHART STICKERS , WOODLAND CHARLOTTE BAG, WOODLAND MINI BACKPACK, ROUND SNACK BOXES SET OF4 WOODLAND , CHILDREN'S APRON DOLLY GIRL , DOLLY GIRL LUNCH BOX, CHARLOTTE BAG DOLLY GIRL DESIGN, SET OF 10 LED DOLLY LIGHTS, DOLLY GIRL CHILDRENS BOWL, SPACEBOY CHILDRENS CUP, BIRDS MOBILE VINTAGE DESIGN, MOBILE VINTAGE HEARTS , CHILDRENS APRON SPACEBOY DESIGN, RED RETROSPOT CHARLOTTE BAG, RETROSPOT CHILDRENS APRON, RETROSPOT TEA SET CERAMIC 11 PC , PINK OWL SOFT TOY, TOOL BOX SOFT TOY , SPACEBOY CHILDRENS BOWL, SPACEBOY MINI BACKPACK, SET 12 COLOUR PENCILS SPACEBOY , POSTAGE, ","## next purchase prediction
12 PENCIL SMALL TUBE WOODLAND",1
