CustomerID,Description,Quantity,InvoiceDate,UnitPrice,Country
14729.0,SILVER BLACK ORBIT BRACELET,1,11/27/2011 15:38,4.95,United Kingdom
12748.0,FILIGREE DIAMANTE EARRINGS,2,11/27/2011 15:18,4.25,United Kingdom
14001.0,DRAWER KNOB VINTAGE GLASS STAR,1,11/28/2011 15:54,4.13,United Kingdom
14237.0,"FEATHER PEN,COAL BLACK",9,12/5/2011 17:17,0.83,United Kingdom
16955.0,TEA TIME TEA SET IN GIFT BOX,2,7/18/2011 11:47,6.95,United Kingdom
15350.0,NUMBER TILE COTTAGE GARDEN 7,1,9/20/2011 12:35,1.95,United Kingdom
15605.0,AMETHYST CHUNKY BEAD BRACELET W STR,2,12/2/2011 16:14,8.95,United Kingdom
18144.0,SWEETHEART CAKESTAND 3 TIER,4,9/23/2011 14:43,9.95,United Kingdom
15922.0,SILVER PLATE CANDLE BOWL SMALL,6,11/30/2011 9:53,2.95,United Kingdom
15165.0,DOLLCRAFT BOY JEAN-PAUL ,4,5/19/2011 10:38,4.95,United Kingdom
16456.0,SOMBRERO ,6,12/6/2011 16:33,1.95,United Kingdom
17841.0, TRELLIS COAT RACK,1,11/27/2011 13:49,4.95,United Kingdom
12472.0,LARGE BLUE PROVENCAL CERAMIC BALL,1,11/10/2011 12:01,2.1,United Kingdom
17643.0,DINOSAUR KEYRINGS ASSORTED,36,10/20/2011 12:07,0.21,United Kingdom
17873.0,WOOD STOCKING CHRISTMAS SCANDISPOT,48,12/9/2011 8:39,0.29,United Kingdom
12921.0,CAKE PLATE LOVEBIRD WHITE,1,12/6/2011 14:23,4.95,United Kingdom
13468.0,RETROSPOT PADDED SEAT CUSHION,2,11/23/2011 11:47,3.75,United Kingdom
17760.0,RED RETROSPOT SMALL MILK JUG,-2,12/8/2011 19:20,2.55,United Kingdom
16274.0,GLASS HEART T-LIGHT HOLDER ,1,12/9/2011 12:00,0.85,United Kingdom
14496.0,PAPER BUNTING RETROSPOT,2,12/7/2011 12:41,2.95,United Kingdom
14696.0,CHILDS BREAKFAST SET CIRCUS PARADE,2,12/6/2011 8:55,8.5,France
13777.0,PANTRY WASHING UP BRUSH,2,12/8/2011 14:38,1.45,United Kingdom
12947.0,FELTCRAFT CUSHION BUTTERFLY,4,10/25/2011 9:31,3.75,United Kingdom
18229.0,WRAP COWBOYS  ,25,12/7/2011 10:12,0.42,United Kingdom
13065.0,GREEN WIRE STANDING CANDLE HOLDER,2,11/30/2011 17:37,3.75,United Kingdom
16835.0,GLASS SONGBIRD STORAGE JAR,1,7/31/2011 11:46,12.5,United Kingdom
15235.0,HEART WREATH DECORATION WITH BELL,36,12/8/2011 14:38,1.25,United Kingdom
18011.0,"LETTER ""D"" BLING KEY RING",12,12/8/2011 13:43,0.29,United Kingdom
13715.0,JUMBO BAG VINTAGE DOILEY ,20,8/9/2011 12:21,2.08,United Kingdom
14047.0,HIPPY CHIC DECORATIVE PARASOL,8,6/7/2011 16:21,12.75,United Kingdom
13941.0,BALLOON ART MAKE YOUR OWN FLOWERS,50,12/8/2011 11:25,0.39,Germany
17017.0,HEART IVORY TRELLIS LARGE,2,12/5/2011 16:55,1.65,United Kingdom
12471.0,ADVENT CALENDAR GINGHAM SACK,3,12/5/2011 17:17,11.63,United Kingdom
15601.0,RED RETRO KITCHEN WALL CLOCK,2,12/6/2011 11:39,8.15,United Kingdom
14766.0,HERB MARKER BASIL,9,12/8/2011 13:36,0.65,United Kingdom
14388.0,VINTAGE CHRISTMAS CAKE FRILL,1,12/8/2011 13:50,1.65,United Kingdom
14901.0,DOORSTOP RETROSPOT HEART,1,12/6/2011 14:23,3.75,United Kingdom
16244.0,GLASS AND PAINTED BEADS BRACELET OL,6,3/7/2011 12:26,3.75,United Kingdom
15111.0,ARMY CAMO BOOKCOVER TAPE,4,9/29/2011 14:46,0.42,United Kingdom
15260.0,TOAST ITS - FAIRY FLOWER,5,12/5/2011 17:17,0.83,United Kingdom
13305.0,SMALL KITCHEN FLOWER POTS PLAQUE,2,6/8/2011 8:31,6.95,Malta
14491.0,FLAMINGO LIGHTS,-1,1/5/2011 15:43,4.95,United Kingdom
15923.0,JAM MAKING SET WITH JARS,12,12/8/2011 15:44,3.75,United Kingdom
16752.0,LANDMARK FRAME NOTTING HILL ,3,12/5/2011 8:49,12.5,United Kingdom
17287.0,PINK HEART SHAPE EGG FRYING PAN,46,11/1/2011 10:30,1.25,United Kingdom
12915.0,JUMBO BAG RED RETROSPOT,10,12/9/2011 9:38,2.08,United Kingdom
15544.0,VINTAGE ENAMEL & CRYSTAL NECKLACE,1,10/9/2011 15:24,4.95,United Kingdom
15738.0,MOROCCAN BEATEN METAL DISH,1,12/4/2011 14:01,9.95,United Kingdom
16042.0,3D SHEET OF DOG STICKERS,1,11/28/2011 15:54,1.63,United Kingdom
14180.0,CHRISTMAS HANGING STAR WITH BELL,6,12/9/2011 10:51,0.39,United Kingdom
13117.0,MAGIC DRAWING SLATE GO TO THE FAIR ,1,12/8/2011 19:57,0.42,United Kingdom
16916.0,EGG FRYING PAN BLUE ,4,12/8/2011 13:47,2.08,United Kingdom
17964.0,LUNCH BAG APPLE DESIGN,1,12/8/2011 15:31,1.65,United Kingdom
14466.0,"HOOK, 1 HANGER ,MAGIC GARDEN",1,9/1/2011 13:40,0.85,United Kingdom
17235.0,PURPLE AMETHYST NECKLACE W TASSEL,1,12/4/2011 12:29,9.95,United Kingdom
16510.0,LAVENDER INCENSE 40 CONES IN TIN,6,10/23/2011 15:59,1.25,United Kingdom
15107.0,GREEN ENAMEL+GLASS HAIR COMB,48,8/23/2011 11:30,1.75,United Kingdom
17976.0,5 STRAND GLASS NECKLACE BLACK,4,3/23/2011 12:15,6.35,United Kingdom
15838.0,PEACH KNITTED HEN ,6,3/28/2011 14:33,1.65,United Kingdom
16781.0,ROSE FOLKART HEART DECORATIONS,1,11/28/2011 15:54,2.46,United Kingdom
17547.0,NUMBER TILE VINTAGE FONT 8,1,12/5/2011 14:40,1.95,United Kingdom
13491.0,ORIGAMI ROSE INCENSE IN TUBE,12,5/12/2011 12:01,0.42,United Kingdom
16186.0,FUNKY WASHING UP GLOVES ASSORTED,1,11/27/2011 13:29,2.1,United Kingdom
17685.0,FLAG OF ST GEORGE CHAIR,6,9/14/2011 16:36,5.95,United Kingdom
17581.0,DONKEY TAIL GAME ,6,7/6/2011 15:10,3.75,United Kingdom
15823.0,SAVE THE PLANET MUG,18,12/9/2011 10:20,1.65,United Kingdom
17567.0,BEADED CRYSTAL HEART BLUE  LARGE,1,12/7/2011 14:12,0.79,United Kingdom
15061.0,PINK ROSE WASHBAG,2,9/18/2011 15:32,3.75,United Kingdom
15640.0,TRADITIONAL KNITTING NANCY,4,12/8/2011 19:24,1.65,United Kingdom
15574.0,IVORY KNITTED MUG COSY ,1,12/6/2011 14:23,1.65,United Kingdom
16770.0,VICTORIAN GLASS HANGING T-LIGHT,12,12/9/2011 12:31,1.95,United Kingdom
17838.0,IVORY SHELL HEART EARRINGS,2,5/8/2011 16:13,2.55,United Kingdom
14829.0,SILVER STANDING GNOME   ,1,12/6/2011 14:23,1.25,United Kingdom
17412.0,BLACK GRAND BAROQUE PHOTO FRAME,2,3/30/2011 13:05,4.25,United Kingdom
14031.0,GLOW IN DARK DOLPHINS,2,12/6/2011 11:58,0.21,United Kingdom
14775.0,RED ENCHANTED FOREST PLACEMAT,5,12/6/2011 14:23,1.65,United Kingdom
12971.0,"PEARL & SHELL 42""NECKL. IVORY",2,5/13/2011 16:12,10.75,United Kingdom
17659.0,CERAMIC CAKE DESIGN SPOTTED PLATE,-4,11/18/2011 17:10,1.49,Poland
15299.0,ZINC T-LIGHT HOLDER STARS SMALL,-11,12/9/2011 9:57,0.83,United Kingdom
13958.0,LUNCH BAG DOLLY GIRL DESIGN,10,12/8/2011 14:39,1.65,United Kingdom
14443.0,ENGLISH ROSE NOTEBOOK A6 SIZE,3,5/8/2011 13:32,0.65,United Kingdom
14156.0,72 SWEETHEART FAIRY CAKE CASES,6,12/8/2011 12:43,0.55,United Kingdom
13402.0,WRAP KEEP CALM BIRTHDAY,25,12/5/2011 17:09,0.42,United Kingdom
18168.0,POCKET MIRROR WOODLAND,5,11/25/2011 11:12,1.25,Germany
17757.0,PHOTO CUBE,24,12/7/2011 10:11,1.65,United Kingdom
14264.0,Bank Charges,1,12/7/2011 12:45,15.0,United Kingdom
16150.0,ASS COL CIRCLE MOBILE ,24,6/6/2011 11:36,0.42,United Kingdom
14236.0,PINK DINER WALL CLOCK,2,12/8/2011 9:55,8.5,United Kingdom
17961.0,CAT WITH SUNGLASSES BLANK CARD,5,11/20/2011 12:34,0.19,United Kingdom
14573.0,CHRISTMAS RETROSPOT TREE WOOD,12,12/6/2011 13:30,0.85,United Kingdom
14213.0,MOTHER'S KITCHEN SPOON REST ,1,11/24/2011 13:56,3.75,United Kingdom
12967.0,BEWARE OF THE CAT METAL SIGN ,1,12/6/2011 12:38,1.69,United Kingdom
13520.0,36 FOIL HEART CAKE CASES,1,12/9/2011 11:34,0.79,United Kingdom
16905.0,PAIR PADDED HANGERS PINK CHECK,2,10/26/2011 12:14,3.75,United Kingdom
17967.0,RETRO PLASTIC DAISY TRAY,1,12/9/2011 11:34,0.85,United Kingdom
16891.0,POLKADOT MUG PINK ,10,3/9/2011 14:30,0.39,United Kingdom
14589.0,SMALL POPCORN HOLDER,48,9/19/2011 10:10,0.85,Channel Islands
12557.0,WRAP DOLLY GIRL,25,12/5/2011 16:48,0.42,Denmark
14083.0,ANT COPPER RED BOUDICCA BRACELET,1,11/9/2011 12:00,4.95,United Kingdom
13013.0,FRYING PAN RED RETROSPOT,13,12/9/2011 11:20,1.25,United Kingdom
14210.0,HEART OF WICKER LARGE,3,12/8/2011 13:47,2.95,United Kingdom
16477.0,GARDEN PATH POCKET BOOK,3,11/24/2011 14:09,0.85,United Kingdom
17949.0,GINGHAM OVEN GLOVE RED HEART ,2,1/20/2011 15:22,3.75,United Kingdom
12779.0,VINTAGE ENAMEL & CRYSTAL NECKLACE,1,10/9/2011 15:24,4.95,United Kingdom
17787.0,HOT WATER BOTTLE KEEP CALM,4,12/9/2011 11:56,4.95,United Kingdom
17819.0,VINTAGE UNION JACK CUSHION COVER,1,12/7/2011 14:12,4.95,United Kingdom
16140.0,SMALL SQUARE CUT GLASS CANDLESTICK,-5,12/8/2011 14:08,4.95,Germany
17198.0,PINK DOG BOWL,12,12/8/2011 12:07,0.79,United Kingdom
17238.0,RED KUKUI COCONUT SEED NECKLACE,6,12/2/2011 13:54,1.0,United Kingdom
12793.0,SET 8 CANDLES VINTAGE DOILY,2,12/8/2011 12:26,1.95,United Kingdom
15769.0,TRIPLE HOOK ANTIQUE IVORY ROSE,1,12/5/2011 13:10,3.29,United Kingdom
16725.0,BATHROOM METAL SIGN ,2,8/1/2011 17:37,1.45,United Kingdom
16455.0,FRUIT SALAD BAG CHARM,12,12/2/2011 16:14,1.69,United Kingdom
13081.0,SET 12 COLOUR PENCILS LOVE LONDON,5,12/7/2011 13:53,0.65,United Kingdom
17243.0,BOTANICAL LAVENDER BIRTHDAY CARD,1,11/28/2011 15:54,0.83,United Kingdom
15465.0,BISCUIT TIN 50'S CHRISTMAS,6,12/8/2011 15:37,2.89,United Kingdom
16033.0,POPPY'S PLAYHOUSE KITCHEN,6,12/8/2011 15:09,2.1,United Kingdom
15351.0,CERAMIC CAKE DESIGN SPOTTED PLATE,-4,11/18/2011 17:10,1.49,Poland
18055.0,FOLK ART METAL HEART T-LIGHT HOLDER,13,11/1/2011 14:29,0.2,United Kingdom
13069.0,GLASS BON BON JAR,36,12/7/2011 15:00,1.65,United Kingdom
16241.0,SMALL GLASS SUNDAE DISH CLEAR,6,11/16/2011 12:26,1.65,United Kingdom
14800.0,PINK BABY BUNTING,5,12/8/2011 12:43,2.95,United Kingdom
16168.0,CLASSIC BICYCLE CLIPS ,12,12/9/2011 12:21,1.45,United Kingdom
12567.0,FRENCH CHATEAU LARGE FRUIT BOWL ,1,4/7/2011 12:10,1.95,United Kingdom
17062.0,SPACEBOY LUNCH BOX ,12,12/9/2011 12:50,1.95,France
16353.0,CARRIAGE,1,11/29/2011 8:07,50.0,United Kingdom
18118.0,IVORY KITCHEN SCALES,2,12/9/2011 11:56,8.5,United Kingdom
13831.0,ANTIQUE SILVER T-LIGHT GLASS,12,12/9/2011 12:31,1.25,United Kingdom
13506.0,WHITE WIRE EGG HOLDER,4,11/29/2011 10:45,7.5,United Kingdom
15716.0,PANTRY KITCHEN THERMOMETER ,2,12/8/2011 10:59,1.25,United Kingdom
15221.0,PINK STOCKING CHRISTMAS DECORATION,9,11/6/2011 12:26,0.38,United Kingdom
16983.0,RIBBON REEL FLORA + FAUNA ,10,12/7/2011 12:26,1.65,United Kingdom
17059.0,MORE BUTTER METAL SIGN ,1,11/29/2011 15:09,0.79,United Kingdom
16327.0,JIGSAW TREE WITH WATERING CAN,2,12/4/2011 15:19,0.29,United Kingdom
14161.0,EDWARDIAN DROP EARRINGS JET BLACK,1,3/4/2011 10:58,3.75,United Kingdom
17863.0,BLACK DIAMOND CLUSTER NECKLACE,2,9/29/2011 9:19,8.95,United Kingdom
16411.0,CHRISTMAS DECOUPAGE CANDLE,3,10/31/2011 14:09,1.63,United Kingdom
16402.0,SET OF 36 DOILIES PANTRY DESIGN,12,11/7/2011 9:12,1.45,United Kingdom
17402.0,SMALL FOLDING SCISSOR(POINTED EDGE),48,12/8/2011 11:25,0.12,Germany
15426.0,CARDHOLDER GINGHAM STAR,3,12/5/2011 17:17,4.96,United Kingdom
12647.0,PINK SWEETHEART BRACELET,12,12/5/2011 12:30,4.25,United Kingdom
15894.0,CREAM SLICE FLANNEL CHOCOLATE SPOT ,24,11/29/2011 14:38,2.55,United Kingdom
15867.0,FRIDGE MAGNETS LA VIE EN ROSE,12,12/6/2011 8:55,0.85,France
14506.0,PANDA AND BUNNIES STICKER SHEET,1,12/8/2011 11:43,0.85,United Kingdom
15555.0,WHITE HEART CONFETTI IN TUBE,1,11/22/2011 12:09,1.65,United Kingdom
15889.0,KITCHEN METAL SIGN,4,12/7/2011 14:12,0.55,United Kingdom
16143.0,GLASS CAKE COVER AND PLATE,-2,1/16/2011 13:53,14.95,United Kingdom
12720.0,AIRLINE BAG VINTAGE TOKYO 78,12,12/9/2011 9:08,3.95,United Kingdom
16422.0,WINE BOTTLE DRESSING LT.BLUE,5,4/19/2011 14:23,0.12,United Kingdom
12747.0,MIRRORED WALL ART PHOTO FRAMES,1,12/7/2011 15:07,4.25,United Kingdom
15502.0,FROG CANDLE,5,7/6/2011 15:15,1.25,United Kingdom
14081.0,BLUE HEART COMPACT MIRROR,2,9/11/2011 13:51,1.25,United Kingdom
14404.0,SET OF 6 T-LIGHTS TOADSTOOLS,12,12/9/2011 10:46,1.25,United Kingdom
13579.0,PINK SQUARE TABLE CLOCK,1,12/4/2011 15:19,0.79,United Kingdom
13174.0,FILIGRIS HEART WITH BUTTERFLY,24,12/6/2011 14:56,1.25,United Kingdom
15987.0,LARGE BONNE JAM JAR  T-LIGHT HOLDER,36,11/14/2011 13:55,2.49,United Kingdom
17677.0,BIRTHDAY PARTY CORDON BARRIER TAPE,1,12/8/2011 12:07,1.25,United Kingdom
13652.0,CITRONELLA CANDLE GARDEN POT,6,12/7/2011 14:12,1.25,United Kingdom
12586.0,RED STAR CARD HOLDER,6,12/6/2011 15:12,2.95,United Kingdom
17428.0,MIRRORED WALL ART SNOWFLAKES,7,12/7/2011 15:07,0.75,United Kingdom
14293.0,SIX DRAWER OFFICE TIDY,1,12/2/2011 12:24,9.95,United Kingdom
17674.0,"FLOWER GLASS GARLAND NECKL.36""GREEN",1,8/1/2011 17:37,7.95,United Kingdom
12808.0,JUMBO BAG VINTAGE DOILEY ,20,8/9/2011 12:21,2.08,United Kingdom
13094.0,PURPLE SWEETHEART BRACELET,12,12/5/2011 12:30,4.25,United Kingdom
12708.0,JUMBO BAG DOLLY GIRL DESIGN,1,12/8/2011 12:07,2.08,United Kingdom
17691.0,AMBER DIAMANTE EXPANDABLE RING,1,3/4/2011 10:58,4.25,United Kingdom
17227.0,ESSENTIAL BALM 3.5g TIN IN ENVELOPE,3186,7/19/2011 17:04,0.06,United Kingdom
15039.0,NUMBER TILE COTTAGE GARDEN 8,1,8/21/2011 14:32,1.95,United Kingdom
15919.0,4 LAVENDER BOTANICAL DINNER CANDLES,1,12/4/2011 15:00,3.75,United Kingdom
13497.0,PINK SQUARE TABLE CLOCK,1,12/4/2011 15:19,0.79,United Kingdom
14867.0,SILVER STANDING GNOME   ,1,12/6/2011 14:23,1.25,United Kingdom
12474.0,12 PENCILS SMALL TUBE SKULL,1,12/9/2011 12:20,0.65,United Kingdom
15048.0,BLUE SCANDINAVIAN PAISLEY WRAP,25,11/24/2011 12:53,0.42,Portugal
15301.0,SNACK TRAY HAPPY FOREST  ,8,12/7/2011 15:43,1.95,Germany
14708.0,DOVE DECORATION PAINTED ZINC ,94,10/14/2011 14:54,0.19,Singapore
16898.0,CAKE STAND LOVEBIRD 2 TIER WHITE,6,12/9/2011 10:20,2.95,United Kingdom
17596.0,WOOD STAMP SET BEST WISHES,1,12/8/2011 13:50,0.83,United Kingdom
15078.0,PINK OVAL JEWELLED MIRROR,2,4/21/2011 16:53,5.95,United Kingdom
14085.0,POCKET BAG PINK PAISELY BROWN SPOT,1,12/8/2011 13:50,1.25,United Kingdom
17860.0,CAMOUFLAGE DESIGN TEDDY,2,9/15/2011 11:57,2.55,United Kingdom
13155.0,WOODLAND MINI RUCKSACK ,1,10/6/2011 9:11,4.15,Netherlands
17019.0,POTTING SHED CANDLE CITRONELLA,60,4/27/2011 11:47,2.55,United Kingdom
14487.0,WRAP BILLBOARD FONTS DESIGN,25,12/9/2011 11:34,0.42,United Kingdom
15882.0,LARGE YELLOW BABUSHKA NOTEBOOK ,1,12/8/2011 12:07,0.39,United Kingdom
14667.0,WHITE CHRISTMAS STAR DECORATION,25,10/31/2011 16:24,0.42,United Kingdom
16710.0,LARGE BONNE JAM JAR  T-LIGHT HOLDER,36,11/14/2011 13:55,2.49,United Kingdom
15984.0,PAPER CHAIN KIT RETROSPOT,6,12/9/2011 12:19,2.95,United Kingdom
16658.0,PACK OF 12 CHRISTMAS FUN CARDS,-12,12/4/2011 10:46,2.95,United Kingdom
17223.0,METAL SIGN NEIGHBOURHOOD WITCH ,12,11/4/2011 11:41,2.1,United Kingdom
13030.0,DOG BOWL VINTAGE CREAM,12,12/8/2011 15:24,4.25,United Kingdom
17191.0,FELTCRAFT PRINCESS OLIVIA DOLL,1,12/8/2011 13:45,3.75,United Kingdom
15194.0,TRAVEL CARD WALLET TRANSPORT,24,12/7/2011 13:53,0.42,United Kingdom
14409.0,SET/6 EAU DE NIL BIRD T-LIGHTS,7,11/29/2011 17:52,2.1,United Kingdom
16861.0,STARFISH SOAP DISH,3,12/7/2011 13:53,0.79,United Kingdom
13495.0,CREAM BUNNY EASTER EGG BASKET,1,10/16/2011 14:07,1.65,United Kingdom
17519.0,GOLD SCROLL GLASS T-LIGHT HOLDER,-3,4/14/2011 16:54,0.39,United Kingdom
17812.0,DOLLY GIRL LUNCH BOX,12,12/8/2011 12:52,1.95,United Kingdom
15602.0,CAKE PLATE LOVEBIRD WHITE,1,12/6/2011 14:23,4.95,United Kingdom
17320.0,ZINC BOX SIGN HOME,1,11/30/2011 17:37,9.95,United Kingdom
12913.0,HEART OF WICKER SMALL,1,12/9/2011 11:34,1.65,United Kingdom
13564.0,WHITE METAL LANTERN,1,11/16/2011 10:55,3.75,United Kingdom
14850.0,ANTIQUE SILVER T-LIGHT GLASS,12,12/9/2011 12:31,1.25,United Kingdom
17450.0,IVORY WICKER HEART LARGE,3,12/7/2011 14:12,1.65,United Kingdom
17091.0,SPACE CADET BLACK,10,11/16/2011 12:18,1.25,United Kingdom
17616.0,TRAVEL CARD WALLET PANTRY,24,12/8/2011 15:09,0.42,United Kingdom
15649.0,TEAL/FUSCHIA COL BEAD NECKLACE,1,12/15/2010 13:24,4.95,United Kingdom
14907.0,Bank Charges,1,12/7/2011 12:45,15.0,United Kingdom
17720.0,FRUIT SALAD BAG CHARM,12,12/2/2011 16:14,1.69,United Kingdom
14733.0,S/4 BLACK MINI ROSE CANDLE IN BOWL,1,11/28/2011 15:54,1.63,United Kingdom
13756.0,GOLD WINE GOBLET,4,5/11/2011 12:59,0.79,United Kingdom
13319.0,TREASURE ISLAND BOOK BOX,490,12/5/2011 13:11,1.95,United Kingdom
15353.0,COLOUR GLASS. STAR T-LIGHT HOLDER,4,11/29/2011 11:40,3.95,United Kingdom
18119.0,GOLD PRINT PAPER BAG,5,12/2/2010 13:49,0.19,United Kingdom
17491.0,RED POLKADOT BEAKER ,6,11/13/2011 11:55,0.39,United Kingdom
13569.0,RED FLOCK LOVE HEART PHOTO FRAME,72,12/9/2011 12:25,0.72,United Kingdom
15498.0,FOLKART ZINC HEART CHRISTMAS DEC,1,12/5/2011 16:55,0.85,United Kingdom
14673.0,PIGGY BANK RETROSPOT ,1,11/27/2011 11:22,2.55,United Kingdom
13488.0,BLUE ROUND COMPACT MIRROR,1,9/25/2011 16:05,1.25,United Kingdom
15965.0,BABY BOOM RIBBONS ,2,9/26/2011 12:45,1.25,United Kingdom
15024.0,SET OF 6 EASTER RAINBOW CHICKS,12,11/15/2011 17:14,1.25,United Kingdom
13769.0,PINK PAISLEY SQUARE TISSUE BOX ,2,12/8/2011 13:50,0.39,United Kingdom
16904.0,BOTANICAL ROSE GREETING CARD,12,7/21/2011 13:48,0.42,United Kingdom
12347.0,"AIRLINE LOUNGE,METAL SIGN",4,12/8/2011 10:40,2.1,United Kingdom
17419.0,PINK/GREEN FLOWER DESIGN BIG MUG,2,12/5/2011 12:46,0.39,United Kingdom
17591.0,LARGE PARLOUR PICTURE FRAME,4,12/8/2011 13:45,4.95,United Kingdom
16125.0,PARTY INVITES WOODLAND,2,11/28/2011 13:06,0.85,United Kingdom
15081.0,WRAP A PRETTY THANK YOU,25,11/30/2011 10:54,0.42,EIRE
18102.0,SQUARE METAL CANDLEHOLDER BASE,1,11/24/2011 19:59,0.85,United Kingdom
17870.0,VINTAGE BEAD PINK SCARF ,2,11/6/2011 12:32,1.65,United Kingdom
16863.0,SMALL PARLOUR PICTURE FRAME,2,12/8/2011 12:26,2.89,United Kingdom
13050.0,4 WILDFLOWER BOTANICAL CANDLES,1,11/14/2011 17:40,1.25,United Kingdom
15628.0,PINK STOCKING CHRISTMAS DECORATION,9,11/6/2011 12:26,0.38,United Kingdom
16779.0,EDWARDIAN PARASOL PINK,1,12/8/2011 13:50,5.95,United Kingdom
13599.0,SET OF 6 TEA TIME BAKING CASES,1,12/8/2011 19:57,1.25,United Kingdom
13329.0,PINK FAIRY CAKE CUSHION COVER,4,12/1/2011 13:08,3.75,United Kingdom
17406.0,SKULLS  DESIGN  COTTON TOTE BAG,1,11/24/2011 11:52,2.25,United Kingdom
15750.0,FELTCRAFT CUSHION RABBIT,40,11/18/2011 14:14,3.39,United Kingdom
13983.0, I LOVE LONDON MINI RUCKSACK,1,10/6/2011 9:11,4.15,Netherlands
13842.0,DRAWER KNOB VINTAGE GLASS BALL,12,12/2/2011 10:32,2.08,United Kingdom
14032.0,CUBIC MUG FLOCK BLUE ON BROWN,12,6/8/2011 11:18,0.39,United Kingdom
16081.0,CLASSIC CROME BICYCLE BELL ,12,11/15/2011 15:20,1.45,EIRE
14952.0,MULTICOLOUR  CONFETTI IN TUBE,2,11/3/2011 13:50,1.65,United Kingdom
17975.0,4 IVORY DINNER CANDLES SILVER FLOCK,12,12/9/2011 10:20,0.79,United Kingdom
16122.0,WALL ART STOP FOR TEA ,-3,12/6/2011 14:57,5.95,United Kingdom
13126.0,SANDWICH BATH SPONGE,1,5/17/2011 12:38,1.25,United Kingdom
15973.0,SET OF 4 KNICK KNACK TINS LONDON ,2,12/8/2011 13:36,4.15,United Kingdom
16558.0,CREAM BUNNY EASTER EGG BASKET,1,10/16/2011 14:07,1.65,United Kingdom
16713.0,HANGING WOOD AND FELT HEART,7,11/29/2011 13:12,0.42,United Kingdom
15529.0,2 PICTURE BOOK EGGS EASTER DUCKS,6,4/3/2011 15:22,1.25,United Kingdom
18043.0,SWEETHEART CAKESTAND 3 TIER,4,9/23/2011 14:43,9.95,United Kingdom
16016.0,HAIRCLIPS FORTIES FABRIC ASSORTED,180,12/9/2011 10:46,0.19,United Kingdom
17341.0,SINGLE ANTIQUE ROSE HOOK IVORY,6,12/8/2011 14:38,1.45,United Kingdom
