,prev,next,label
10,"## 주문 히스토리
2023-07-17 07:10:24의 주문 내역: 곱창/대창/막창 - 곱이 꽉 차 담백하고 고소한 소곱창 180g+180g 외 한정수량! 소대창 200g+200g (소스포함), 
2023-07-08 05:29:57의 주문 내역 [동시구매]: 기타건어물 - 5+1 질기지 않고 땡기는 마성의 맛! 허니버터 꽃순이오징어 40g+40g 맥반석 오징어채 40g+40g, 기타건어물 - 5+1 질기지 않고 땡기는 마성의 맛! 허니버터 꽃순이오징어 40g+40g 국내가공 페스츄리오징어 40g+40g, 기타건어물 - 5+1 질기지 않고 땡기는 마성의 맛! 허니버터 꽃순이오징어 40g+40g 버터구이 오징어포 40g+40g, 기타건어물 - 5+1 질기지 않고 땡기는 마성의 맛! 허니버터 꽃순이오징어 40g+40g 숏다리의 역습 40g+40g, 기타건어물 - 5+1 질기지 않고 땡기는 마성의 맛! 허니버터 꽃순이오징어 40g+40g 누드 꽃오징어 40g+40g, 
2023-07-08 05:21:58의 주문 내역: 메론 - 고당도 머스크 멜론 1.5kg 3kg 5kg 7kg 내외 머스크 멜론 7kg 내외 (5-6과), 
2023-07-07 06:38:49의 주문 내역: 메론 - 고당도 머스크 멜론 1.5kg 3kg 5kg 7kg 내외 머스크 멜론 7kg 내외 (5-6과), ","## 다음 구매 상품 예측
국물떡볶이 - 구로맛집! 15년 전통 다미랑 떡볶이+어묵 340g (푸짐한 1인분/떡&맵기 선택) 외 다미랑 떡볶이(밀떡180+어묵50g+소스110g/오리지널) 340g",1
11,"## 주문 히스토리
2023-07-17 07:10:24의 주문 내역: 곱창/대창/막창 - 곱이 꽉 차 담백하고 고소한 소곱창 180g+180g 외 한정수량! 소대창 200g+200g (소스포함), 
2023-07-08 05:29:57의 주문 내역 [동시구매]: 기타건어물 - 5+1 질기지 않고 땡기는 마성의 맛! 허니버터 꽃순이오징어 40g+40g 맥반석 오징어채 40g+40g, 기타건어물 - 5+1 질기지 않고 땡기는 마성의 맛! 허니버터 꽃순이오징어 40g+40g 국내가공 페스츄리오징어 40g+40g, 기타건어물 - 5+1 질기지 않고 땡기는 마성의 맛! 허니버터 꽃순이오징어 40g+40g 버터구이 오징어포 40g+40g, 기타건어물 - 5+1 질기지 않고 땡기는 마성의 맛! 허니버터 꽃순이오징어 40g+40g 숏다리의 역습 40g+40g, 기타건어물 - 5+1 질기지 않고 땡기는 마성의 맛! 허니버터 꽃순이오징어 40g+40g 누드 꽃오징어 40g+40g, 
2023-07-08 05:21:58의 주문 내역: 메론 - 고당도 머스크 멜론 1.5kg 3kg 5kg 7kg 내외 머스크 멜론 7kg 내외 (5-6과), 
2023-07-07 06:38:49의 주문 내역: 메론 - 고당도 머스크 멜론 1.5kg 3kg 5kg 7kg 내외 머스크 멜론 7kg 내외 (5-6과), ","## 다음 구매 상품 예측
우럭 - 흰살생선 반건조 손질 우럭 230g이상 230g이상 1팩",0
12,"## 주문 히스토리
2023-05-16 02:06:08의 주문 내역: 간편닭가슴살 - [더블딜] 네이처그램 치큐 스팀 닭가슴살(허브/훈제) 2종 100g 5팩+5팩 외 치큐 닭가슴살 훈제 100g 5팩+5팩, 
2023-05-03 11:02:03의 주문 내역: 유아물티슈 - [더블딜] 베베앙 오리지널 플러스 아기물티슈 캡형 100매 5팩+5팩, 
2023-05-02 13:30:56의 주문 내역: 누룽지 - 부담없는 아침식사로 제격! 지퍼백을 사용해서 먹기 좋은 100% 우리쌀 국산 누룽지 500g x 2개 약 10~12인분 우리쌀 국산 누룽지 500gx3, 
2023-04-29 14:58:57의 주문 내역 [동시구매]: 도시락김 - 입안에 풍미가 가득한 두번 구워서 바삭한 도시락김 4g*16봉 , 핸드크림 - 끈적임 없이 산뜻한 모이스처 핸드크림 50ml, 구강청결제 - 데일리 가글 쿨민트 800ml, 냉장고 탈취제 - 건강한 3중 냉장고탈취제 대용량 300g, 김자반 - 오독 바삭 짭잘 국산 돌김으로만 볶은 명품 김자반 50g 3회분, 작두콩차 - 진하다 못해 너무 고소한 100% 국산 작두콩으로 만든 작두콩티백차 50g 50회분, 누룽지 - 부담없는 아침식사로 제격! 지퍼백을 사용해서 먹기 좋은 100% 우리쌀 국산 누룽지 500g 약 5~6인분, ","## 다음 구매 상품 예측
욕실화 - [더블딜] 뽀송이 발매트 1+1 외 생활잡화 16종 뽀송이 발매트 1+1",1
13,"## 주문 히스토리
2023-05-16 02:06:08의 주문 내역: 간편닭가슴살 - [더블딜] 네이처그램 치큐 스팀 닭가슴살(허브/훈제) 2종 100g 5팩+5팩 외 치큐 닭가슴살 훈제 100g 5팩+5팩, 
2023-05-03 11:02:03의 주문 내역: 유아물티슈 - [더블딜] 베베앙 오리지널 플러스 아기물티슈 캡형 100매 5팩+5팩, 
2023-05-02 13:30:56의 주문 내역: 누룽지 - 부담없는 아침식사로 제격! 지퍼백을 사용해서 먹기 좋은 100% 우리쌀 국산 누룽지 500g x 2개 약 10~12인분 우리쌀 국산 누룽지 500gx3, 
2023-04-29 14:58:57의 주문 내역 [동시구매]: 도시락김 - 입안에 풍미가 가득한 두번 구워서 바삭한 도시락김 4g*16봉 , 핸드크림 - 끈적임 없이 산뜻한 모이스처 핸드크림 50ml, 구강청결제 - 데일리 가글 쿨민트 800ml, 냉장고 탈취제 - 건강한 3중 냉장고탈취제 대용량 300g, 김자반 - 오독 바삭 짭잘 국산 돌김으로만 볶은 명품 김자반 50g 3회분, 작두콩차 - 진하다 못해 너무 고소한 100% 국산 작두콩으로 만든 작두콩티백차 50g 50회분, 누룽지 - 부담없는 아침식사로 제격! 지퍼백을 사용해서 먹기 좋은 100% 우리쌀 국산 누룽지 500g 약 5~6인분, ","## 다음 구매 상품 예측
목살 - [한판하이소] 구이용 벌집 목살 500g 외 [한판하이소] 구이용 벌집 목살 1kg",0
14,"## 주문 히스토리
2023-05-06 06:30:46의 주문 내역 [동시구매]: 시트 섬유유연제 - 건조기 드라이시트 40매, 도시락김 - 입안에 풍미가 가득한 두번 구워서 바삭한 도시락김 4g*16봉 , 
2023-05-01 04:33:25의 주문 내역: 참외 - [더블딜] 당일수확! 산지직송! 달콤 아삭 성주 꿀참외 1kg+1kg 외 가정용+못난이 혼합 랜덤 2kg, 
2023-04-28 09:44:24의 주문 내역: 밤 - [더블딜]단맛최고 먹기편한 칼집 약단밤 1kg 2회분 외 칼집약단밤 1kg, 
2023-04-28 09:43:29의 주문 내역: 핫도그 - [더블딜]캐처스 오리지널 핫도그300g+300g 외 [더블딜]캐처스 오리지널 핫도그300g+300g, ","## 다음 구매 상품 예측
유아물티슈 - [베베앙] 오리지널 플러스 아기물티슈 캡형 100매 10팩",1
15,"## 주문 히스토리
2023-05-06 06:30:46의 주문 내역 [동시구매]: 시트 섬유유연제 - 건조기 드라이시트 40매, 도시락김 - 입안에 풍미가 가득한 두번 구워서 바삭한 도시락김 4g*16봉 , 
2023-05-01 04:33:25의 주문 내역: 참외 - [더블딜] 당일수확! 산지직송! 달콤 아삭 성주 꿀참외 1kg+1kg 외 가정용+못난이 혼합 랜덤 2kg, 
2023-04-28 09:44:24의 주문 내역: 밤 - [더블딜]단맛최고 먹기편한 칼집 약단밤 1kg 2회분 외 칼집약단밤 1kg, 
2023-04-28 09:43:29의 주문 내역: 핫도그 - [더블딜]캐처스 오리지널 핫도그300g+300g 외 [더블딜]캐처스 오리지널 핫도그300g+300g, ","## 다음 구매 상품 예측
필링 크림 - [골라담기] 리얼 아쿠아 모이스처 수분크림 50g",0
16,"## 주문 히스토리
2023-05-07 16:54:59의 주문 내역 [동시구매]: 고무장갑 - 고무장갑 그레이 중형 (1매), 작두콩차 - 진하다 못해 너무 고소한 100% 국산 작두콩으로 만든 작두콩차 100g 100회분, 메밀차 - 스키니퓨리티 슈링티 (30T), 김자반 - [식품특가] 국산 돌김으로만 볶은 명품 김자반 50g, 때수건/샤워타월 - 파스텔 투톤 버블 샤워볼 4개, 아이브로우 오토펜슬 - 오토 아이브로우 펜슬 흑색, 아이브로우 오토펜슬 - 오토 아이브로우 펜슬 흑갈색, ","## 다음 구매 상품 예측
등심덧살 - 신선하고 쫄깃한 한돈 냉장 뒷고기 300g*1팩 (1인분) 외 한돈 냉장 뒷고기 300g 1팩",1
17,"## 주문 히스토리
2023-05-07 16:54:59의 주문 내역 [동시구매]: 고무장갑 - 고무장갑 그레이 중형 (1매), 작두콩차 - 진하다 못해 너무 고소한 100% 국산 작두콩으로 만든 작두콩차 100g 100회분, 메밀차 - 스키니퓨리티 슈링티 (30T), 김자반 - [식품특가] 국산 돌김으로만 볶은 명품 김자반 50g, 때수건/샤워타월 - 파스텔 투톤 버블 샤워볼 4개, 아이브로우 오토펜슬 - 오토 아이브로우 펜슬 흑색, 아이브로우 오토펜슬 - 오토 아이브로우 펜슬 흑갈색, ","## 다음 구매 상품 예측
갈치 - 제주 순살손질 갈치 150g*4팩 외 제주 갈치살 150g*4팩",0
18,"## 주문 히스토리
2023-06-06 23:00:39의 주문 내역: 0원추첨팀구매 - [3인팀추첨] 신세계 백화점 상품권 10만원 (6월 12일 마감), 
2023-06-06 06:42:32의 주문 내역: 0원추첨팀구매 - [3인팀추첨] 신세계 백화점 상품권 10만원 (6월 12일 마감), 
2023-05-11 23:52:05의 주문 내역 [동시구매]: 데이크림 - [뷰티특가]블레미쉬 진정 수딩크림 100ml, 알로에/수딩/애프터선 - 순도 99% 알로에베라 수딩젤 400ml, 선블록/선크림/선로션 - 끈적임 없는 수분진정 선크림 50ml, 
2023-04-20 03:23:38의 주문 내역 [동시구매]: 고무장갑 - 고무장갑 그레이 중형 (1매), 에센스/세럼 - [더블딜] 잡티개선 비타민 세럼 20ml 1+1+1, ","## 다음 구매 상품 예측
스킨/토너 패드 - [뷰티페스타] 바하 필링 토너패드 70매 (1인 3개 구매제한)",1
19,"## 주문 히스토리
2023-06-06 23:00:39의 주문 내역: 0원추첨팀구매 - [3인팀추첨] 신세계 백화점 상품권 10만원 (6월 12일 마감), 
2023-06-06 06:42:32의 주문 내역: 0원추첨팀구매 - [3인팀추첨] 신세계 백화점 상품권 10만원 (6월 12일 마감), 
2023-05-11 23:52:05의 주문 내역 [동시구매]: 데이크림 - [뷰티특가]블레미쉬 진정 수딩크림 100ml, 알로에/수딩/애프터선 - 순도 99% 알로에베라 수딩젤 400ml, 선블록/선크림/선로션 - 끈적임 없는 수분진정 선크림 50ml, 
2023-04-20 03:23:38의 주문 내역 [동시구매]: 고무장갑 - 고무장갑 그레이 중형 (1매), 에센스/세럼 - [더블딜] 잡티개선 비타민 세럼 20ml 1+1+1, ","## 다음 구매 상품 예측
유아 보습세트 - 프롬맘 초단백 베이비 크림",0
20,"## 주문 히스토리
2023-04-24 11:56:30의 주문 내역 [동시구매]: 일반아몬드 - [오늘의특가] 캘리포니아산 넌페럴 EXTRA NO.1 구운 아몬드 150g 외 구운 아몬드500g, 찹쌀떡 - 직접 끓여 만든 저당 통팥 앙금속! 굳지 않는 2색 바람떡 1kg (5회분) 외 2색 꿀떡,1kg, ","## 다음 구매 상품 예측
선스틱 - 번들거림 없는 간편 선스틱 20g",1
21,"## 주문 히스토리
2023-04-24 11:56:30의 주문 내역 [동시구매]: 일반아몬드 - [오늘의특가] 캘리포니아산 넌페럴 EXTRA NO.1 구운 아몬드 150g 외 구운 아몬드500g, 찹쌀떡 - 직접 끓여 만든 저당 통팥 앙금속! 굳지 않는 2색 바람떡 1kg (5회분) 외 2색 꿀떡,1kg, ","## 다음 구매 상품 예측
배수구 용품 - 화약용품 없이 뻥뻥 뚫리는 배수구 청소줄 (색상랜덤)",0
22,"## 주문 히스토리
2023-06-27 02:31:12의 주문 내역: 등심덧살 - [더블딜] 한돈 뒷고기 150g+150g (총 300g 한 번에 발송) [4+1 이벤트!] 한돈 냉장 뒷고기 300g 4팩+1팩 추가증정 (총 1.5kg), 
2023-06-27 01:54:10의 주문 내역: 떠먹는 요구르트 - 30시간 짜내어 만든 정통 방식의 수제 그릭 요거트 500g 외 그릭 요거트 500gx2통, 
2023-06-27 01:50:51의 주문 내역: 등심덧살 - [더블딜] 한돈 뒷고기 150g+150g (총 300g 한 번에 발송) [4+1 이벤트!] 한돈 냉장 뒷고기 300g 4팩+1팩 추가증정 (총 1.5kg), 
2023-06-26 08:09:00의 주문 내역: 방울토마토 - 건강하고 달콤한 스테비아 방울토마토 500g 1+1 (총1kg), 
2023-06-26 08:07:00의 주문 내역 [동시구매]: 방울토마토 - 건강하고 달콤한 스테비아 방울토마토 500g 1+1 (총1kg), 프로틴바 - 건강함을 가득채운 100% 수제 프로틴바 50gx12ea(초코) 외 오리지날 프로틴바 50g내외 x 12ea, 
2023-06-19 09:56:29의 주문 내역 [동시구매]: 등심덧살 - [골라담기] 먹기 좋게 소포장한 신선한 국산 뒷고기 250g 1인분 국산 신선한 뒷고기 250gx5, ","## 다음 구매 상품 예측
프로틴바 - 건강함을 가득채운 100% 수제 프로틴바 50gx12ea(초코) 외 오리지날 프로틴바 50g내외 x 12ea",1
23,"## 주문 히스토리
2023-06-27 02:31:12의 주문 내역: 등심덧살 - [더블딜] 한돈 뒷고기 150g+150g (총 300g 한 번에 발송) [4+1 이벤트!] 한돈 냉장 뒷고기 300g 4팩+1팩 추가증정 (총 1.5kg), 
2023-06-27 01:54:10의 주문 내역: 떠먹는 요구르트 - 30시간 짜내어 만든 정통 방식의 수제 그릭 요거트 500g 외 그릭 요거트 500gx2통, 
2023-06-27 01:50:51의 주문 내역: 등심덧살 - [더블딜] 한돈 뒷고기 150g+150g (총 300g 한 번에 발송) [4+1 이벤트!] 한돈 냉장 뒷고기 300g 4팩+1팩 추가증정 (총 1.5kg), 
2023-06-26 08:09:00의 주문 내역: 방울토마토 - 건강하고 달콤한 스테비아 방울토마토 500g 1+1 (총1kg), 
2023-06-26 08:07:00의 주문 내역 [동시구매]: 방울토마토 - 건강하고 달콤한 스테비아 방울토마토 500g 1+1 (총1kg), 프로틴바 - 건강함을 가득채운 100% 수제 프로틴바 50gx12ea(초코) 외 오리지날 프로틴바 50g내외 x 12ea, 
2023-06-19 09:56:29의 주문 내역 [동시구매]: 등심덧살 - [골라담기] 먹기 좋게 소포장한 신선한 국산 뒷고기 250g 1인분 국산 신선한 뒷고기 250gx5, ","## 다음 구매 상품 예측
옥수수 - 쫀득쫀득 프리미엄 대/특대/홍찰옥수수10~20개입 홍찰옥수수 대 10개입",0
24,"## 주문 히스토리
2023-06-01 02:03:26의 주문 내역: 일반샴푸 - [더블딜] 판테놀 두피 저자극 샴푸 1L 1+1, 
2023-05-22 14:11:17의 주문 내역: 흰우유 - [더블딜] 연세우유 락토프리 오리지널 190ml 24팩+24팩 외 멸균우유 모음전 락토프리 오리지널 190ml x 24팩,1세트, 
2023-05-12 00:53:48의 주문 내역 [동시구매]: 데이크림 - [뷰티특가]블레미쉬 진정 수딩크림 100ml, 네일팁/인조손톱 - [뷰티특가] 젤리핏 트랜디 컬러 네일팁 23종 로즈레드, 선블록/선크림/선로션 - 끈적임 없는 수분진정 선크림 50ml, 
2023-05-05 12:48:41의 주문 내역: 선스틱 - [더블딜] 번들거림 없는 간편 선스틱 1+1 (5/8~9일 출고), 
2023-05-03 14:13:28의 주문 내역: 도시락류 - [더블딜] 다즐샵 간편식 일품도시락 10종 5팩+5팩, 
2023-04-24 14:48:27의 주문 내역 [동시구매]: 즉석죽 - [더블딜]아침대용식 넉넉한 야채죽 250g+250g 외 야채죽250g+250g, 즉석죽 - [더블딜]아침대용식 넉넉한 야채죽 250g+250g 외 뽕잎닭죽250g+250g, 즉석죽 - [더블딜]아침대용식 넉넉한 야채죽 250g+250g 외 매운낙지죽250g+250g, ","## 다음 구매 상품 예측
액상세제 - 자연유래 성분 순한 빨래 퓨어 세탁세제 2.5L x 4개입",1
25,"## 주문 히스토리
2023-06-01 02:03:26의 주문 내역: 일반샴푸 - [더블딜] 판테놀 두피 저자극 샴푸 1L 1+1, 
2023-05-22 14:11:17의 주문 내역: 흰우유 - [더블딜] 연세우유 락토프리 오리지널 190ml 24팩+24팩 외 멸균우유 모음전 락토프리 오리지널 190ml x 24팩,1세트, 
2023-05-12 00:53:48의 주문 내역 [동시구매]: 데이크림 - [뷰티특가]블레미쉬 진정 수딩크림 100ml, 네일팁/인조손톱 - [뷰티특가] 젤리핏 트랜디 컬러 네일팁 23종 로즈레드, 선블록/선크림/선로션 - 끈적임 없는 수분진정 선크림 50ml, 
2023-05-05 12:48:41의 주문 내역: 선스틱 - [더블딜] 번들거림 없는 간편 선스틱 1+1 (5/8~9일 출고), 
2023-05-03 14:13:28의 주문 내역: 도시락류 - [더블딜] 다즐샵 간편식 일품도시락 10종 5팩+5팩, 
2023-04-24 14:48:27의 주문 내역 [동시구매]: 즉석죽 - [더블딜]아침대용식 넉넉한 야채죽 250g+250g 외 야채죽250g+250g, 즉석죽 - [더블딜]아침대용식 넉넉한 야채죽 250g+250g 외 뽕잎닭죽250g+250g, 즉석죽 - [더블딜]아침대용식 넉넉한 야채죽 250g+250g 외 매운낙지죽250g+250g, ","## 다음 구매 상품 예측
치즈스틱 - [브랜드데이] 맘스터치 모짜렐라 치즈스틱 1kg 맘스터치 모짜렐라 치즈스틱 1kg",0
26,"## 주문 히스토리
2023-06-06 23:06:23의 주문 내역: 0원추첨팀구매 - [3인팀추첨] 신세계 백화점 상품권 10만원 (6월 12일 마감), 
2023-04-23 02:17:34의 주문 내역: 방울토마토 - [더블딜]스테비아 방울토마토 (500g+500g) 외 [더블딜]스테비아 방울토마토 (500g+500g), ","## 다음 구매 상품 예측
고무장갑 - [골라담기] 고무장갑 그레이 중형 (1매)",1
